"country","indicator","Unit","Date","Value"
"Central African Republic","Regional Rank","rank, lowest=""Very Clean""","2013",34
"Central African Republic","Regional Rank","rank, lowest=""Very Clean""","2014",37
"Central African Republic","CPI Score","score, 100=""Very Clean""","2006",24
"Central African Republic","CPI Score","score, 100=""Very Clean""","2007",20
"Central African Republic","CPI Score","score, 100=""Very Clean""","2008",20
"Central African Republic","CPI Score","score, 100=""Very Clean""","2009",20
"Central African Republic","CPI Score","score, 100=""Very Clean""","2010",21
"Central African Republic","CPI Score","score, 100=""Very Clean""","2011",22.10424
"Central African Republic","CPI Score","score, 100=""Very Clean""","2012",26
"Central African Republic","CPI Score","score, 100=""Very Clean""","2013",25
"Central African Republic","CPI Score","score, 100=""Very Clean""","2014",24
"Central African Republic","CPI Score","score, 100=""Very Clean""","2015",24
"Central African Republic","CPI Score","score, 100=""Very Clean""","2016",20
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",20
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",21.22277
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",22
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",16
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",22
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",21.624
"Central African Republic","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",13
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",23
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",23.01388
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",30
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",34
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",26
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",26.376
"Central African Republic","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",27
"Argentina","Rank","rank, lowest=""Very Clean""","2001",57
"Argentina","Rank","rank, lowest=""Very Clean""","2002",70
"Argentina","Rank","rank, lowest=""Very Clean""","2003",92
"Argentina","Rank","rank, lowest=""Very Clean""","2004",108
"Argentina","Rank","rank, lowest=""Very Clean""","2005",97
"Argentina","Rank","rank, lowest=""Very Clean""","2006",93
"Argentina","Rank","rank, lowest=""Very Clean""","2007",105
"Argentina","Rank","rank, lowest=""Very Clean""","2008",109
"Argentina","Rank","rank, lowest=""Very Clean""","2009",106
"Argentina","Rank","rank, lowest=""Very Clean""","2010",105
"Argentina","Rank","rank, lowest=""Very Clean""","2011",100
"Argentina","Rank","rank, lowest=""Very Clean""","2012",102
"Argentina","Rank","rank, lowest=""Very Clean""","2013",106
"Argentina","Rank","rank, lowest=""Very Clean""","2014",107
"Argentina","Rank","rank, lowest=""Very Clean""","2015",107
"Argentina","Rank","rank, lowest=""Very Clean""","2016",95
"Argentina","Regional Rank","rank, lowest=""Very Clean""","2010",20
"Argentina","Regional Rank","rank, lowest=""Very Clean""","2011",20
"Argentina","Regional Rank","rank, lowest=""Very Clean""","2012",21
"Argentina","Regional Rank","rank, lowest=""Very Clean""","2013",22
"Argentina","Regional Rank","rank, lowest=""Very Clean""","2014",22
"Argentina","CPI Score","score, 100=""Very Clean""","2001",35
"Argentina","CPI Score","score, 100=""Very Clean""","2002",28
"Argentina","CPI Score","score, 100=""Very Clean""","2003",25
"Argentina","CPI Score","score, 100=""Very Clean""","2004",25
"Argentina","CPI Score","score, 100=""Very Clean""","2005",28
"Argentina","CPI Score","score, 100=""Very Clean""","2006",29
"Argentina","CPI Score","score, 100=""Very Clean""","2007",29
"Argentina","CPI Score","score, 100=""Very Clean""","2008",29
"Argentina","CPI Score","score, 100=""Very Clean""","2009",29
"Argentina","CPI Score","score, 100=""Very Clean""","2010",29
"Argentina","CPI Score","score, 100=""Very Clean""","2011",29.96074
"Argentina","CPI Score","score, 100=""Very Clean""","2012",35
"Argentina","CPI Score","score, 100=""Very Clean""","2013",34
"Argentina","CPI Score","score, 100=""Very Clean""","2014",34
"Argentina","CPI Score","score, 100=""Very Clean""","2015",32
"Argentina","CPI Score","score, 100=""Very Clean""","2016",36
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",26
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",26.44734
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",31
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",30
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",30
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",28.964
"Argentina","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",33
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",32
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",33.23044
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",39
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",38
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",38
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",35.036
"Argentina","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",39
"Bahamas","Rank","rank, lowest=""Very Clean""","2011",21
"Bahamas","Rank","rank, lowest=""Very Clean""","2012",22
"Bahamas","Rank","rank, lowest=""Very Clean""","2013",22
"Bahamas","Rank","rank, lowest=""Very Clean""","2014",24
"Bahamas","Rank","rank, lowest=""Very Clean""","2016",24
"Bahamas","Regional Rank","rank, lowest=""Very Clean""","2011",3
"Bahamas","Regional Rank","rank, lowest=""Very Clean""","2012",6
"Bahamas","Regional Rank","rank, lowest=""Very Clean""","2013",5
"Bahamas","Regional Rank","rank, lowest=""Very Clean""","2014",6
"Bahamas","CPI Score","score, 100=""Very Clean""","2011",72.89454
"Bahamas","CPI Score","score, 100=""Very Clean""","2012",71
"Bahamas","CPI Score","score, 100=""Very Clean""","2013",71
"Bahamas","CPI Score","score, 100=""Very Clean""","2014",71
"Bahamas","CPI Score","score, 100=""Very Clean""","2016",66
"Bahamas","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",71.33719
"Bahamas","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",70
"Bahamas","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",69
"Bahamas","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",69
"Bahamas","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",57
"Bahamas","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",74.45188
"Bahamas","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",73
"Bahamas","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",73
"Bahamas","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",73
"Bahamas","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",74
"Barbados","Rank","rank, lowest=""Very Clean""","2004",21
"Barbados","Rank","rank, lowest=""Very Clean""","2005",24
"Barbados","Rank","rank, lowest=""Very Clean""","2006",24
"Barbados","Rank","rank, lowest=""Very Clean""","2007",23
"Barbados","Rank","rank, lowest=""Very Clean""","2008",22
"Barbados","Rank","rank, lowest=""Very Clean""","2009",20
"Barbados","Rank","rank, lowest=""Very Clean""","2010",17
"Barbados","Rank","rank, lowest=""Very Clean""","2011",16
"Barbados","Rank","rank, lowest=""Very Clean""","2012",15
"Barbados","Rank","rank, lowest=""Very Clean""","2013",15
"Barbados","Rank","rank, lowest=""Very Clean""","2014",17
"Barbados","Rank","rank, lowest=""Very Clean""","2016",31
"Barbados","Regional Rank","rank, lowest=""Very Clean""","2010",2
"Barbados","Regional Rank","rank, lowest=""Very Clean""","2011",2
"Barbados","Regional Rank","rank, lowest=""Very Clean""","2012",2
"Barbados","Regional Rank","rank, lowest=""Very Clean""","2013",2
"Barbados","Regional Rank","rank, lowest=""Very Clean""","2014",2
"Barbados","CPI Score","score, 100=""Very Clean""","2004",73
"Barbados","CPI Score","score, 100=""Very Clean""","2005",69
"Barbados","CPI Score","score, 100=""Very Clean""","2006",67
"Barbados","CPI Score","score, 100=""Very Clean""","2007",69
"Barbados","CPI Score","score, 100=""Very Clean""","2008",70
"Barbados","CPI Score","score, 100=""Very Clean""","2009",74
"Barbados","CPI Score","score, 100=""Very Clean""","2010",78
"Barbados","CPI Score","score, 100=""Very Clean""","2011",77.73902
"Barbados","CPI Score","score, 100=""Very Clean""","2012",76
"Barbados","CPI Score","score, 100=""Very Clean""","2013",75
"Barbados","CPI Score","score, 100=""Very Clean""","2014",74
"Barbados","CPI Score","score, 100=""Very Clean""","2016",61
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",71
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",72.15398
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",65
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",63
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",61
"Barbados","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",50
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",85
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",86.2371
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",87
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",87
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",87
"Barbados","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",73
"Belize","Rank","rank, lowest=""Very Clean""","2003",46
"Belize","Rank","rank, lowest=""Very Clean""","2004",60
"Belize","Rank","rank, lowest=""Very Clean""","2005",62
"Belize","Rank","rank, lowest=""Very Clean""","2006",66
"Belize","Rank","rank, lowest=""Very Clean""","2007",99
"Belize","Rank","rank, lowest=""Very Clean""","2008",109
"Belize","CPI Score","score, 100=""Very Clean""","2003",45
"Belize","CPI Score","score, 100=""Very Clean""","2004",38
"Belize","CPI Score","score, 100=""Very Clean""","2005",37
"Belize","CPI Score","score, 100=""Very Clean""","2006",35
"Belize","CPI Score","score, 100=""Very Clean""","2007",30
"Belize","CPI Score","score, 100=""Very Clean""","2008",29
"Bolivia","Rank","rank, lowest=""Very Clean""","2001",84
"Bolivia","Rank","rank, lowest=""Very Clean""","2002",89
"Bolivia","Rank","rank, lowest=""Very Clean""","2003",106
"Bolivia","Rank","rank, lowest=""Very Clean""","2004",122
"Bolivia","Rank","rank, lowest=""Very Clean""","2005",117
"Bolivia","Rank","rank, lowest=""Very Clean""","2006",105
"Bolivia","Rank","rank, lowest=""Very Clean""","2007",105
"Bolivia","Rank","rank, lowest=""Very Clean""","2008",102
"Bolivia","Rank","rank, lowest=""Very Clean""","2009",120
"Bolivia","Rank","rank, lowest=""Very Clean""","2010",110
"Bolivia","Rank","rank, lowest=""Very Clean""","2011",118
"Bolivia","Rank","rank, lowest=""Very Clean""","2012",105
"Bolivia","Rank","rank, lowest=""Very Clean""","2013",106
"Bolivia","Rank","rank, lowest=""Very Clean""","2014",103
"Bolivia","Rank","rank, lowest=""Very Clean""","2015",99
"Bolivia","Rank","rank, lowest=""Very Clean""","2016",113
"Bolivia","Regional Rank","rank, lowest=""Very Clean""","2010",21
"Bolivia","Regional Rank","rank, lowest=""Very Clean""","2011",23
"Bolivia","Regional Rank","rank, lowest=""Very Clean""","2012",22
"Bolivia","Regional Rank","rank, lowest=""Very Clean""","2013",22
"Bolivia","Regional Rank","rank, lowest=""Very Clean""","2014",20
"Bolivia","CPI Score","score, 100=""Very Clean""","2001",20
"Bolivia","CPI Score","score, 100=""Very Clean""","2002",22
"Bolivia","CPI Score","score, 100=""Very Clean""","2003",23
"Bolivia","CPI Score","score, 100=""Very Clean""","2004",22
"Bolivia","CPI Score","score, 100=""Very Clean""","2005",25
"Bolivia","CPI Score","score, 100=""Very Clean""","2006",27
"Bolivia","CPI Score","score, 100=""Very Clean""","2007",29
"Bolivia","CPI Score","score, 100=""Very Clean""","2008",30
"Bolivia","CPI Score","score, 100=""Very Clean""","2009",27
"Bolivia","CPI Score","score, 100=""Very Clean""","2010",28
"Bolivia","CPI Score","score, 100=""Very Clean""","2011",27.63231
"Bolivia","CPI Score","score, 100=""Very Clean""","2012",34
"Bolivia","CPI Score","score, 100=""Very Clean""","2013",34
"Bolivia","CPI Score","score, 100=""Very Clean""","2014",35
"Bolivia","CPI Score","score, 100=""Very Clean""","2015",34
"Bolivia","CPI Score","score, 100=""Very Clean""","2016",33
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",25
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",24.61277
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",28
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",28
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",30
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",28.093
"Bolivia","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",28
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",31
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",30.55748
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",40
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",40
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",40
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",39.907
"Bolivia","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",37
"Brazil","Rank","rank, lowest=""Very Clean""","2001",46
"Brazil","Rank","rank, lowest=""Very Clean""","2002",45
"Brazil","Rank","rank, lowest=""Very Clean""","2003",54
"Brazil","Rank","rank, lowest=""Very Clean""","2004",59
"Brazil","Rank","rank, lowest=""Very Clean""","2005",62
"Brazil","Rank","rank, lowest=""Very Clean""","2006",70
"Brazil","Rank","rank, lowest=""Very Clean""","2007",72
"Brazil","Rank","rank, lowest=""Very Clean""","2008",80
"Brazil","Rank","rank, lowest=""Very Clean""","2009",75
"Brazil","Rank","rank, lowest=""Very Clean""","2010",69
"Brazil","Rank","rank, lowest=""Very Clean""","2011",73
"Brazil","Rank","rank, lowest=""Very Clean""","2012",69
"Brazil","Rank","rank, lowest=""Very Clean""","2013",72
"Brazil","Rank","rank, lowest=""Very Clean""","2014",69
"Brazil","Rank","rank, lowest=""Very Clean""","2015",76
"Brazil","Rank","rank, lowest=""Very Clean""","2016",79
"Brazil","Regional Rank","rank, lowest=""Very Clean""","2010",9
"Brazil","Regional Rank","rank, lowest=""Very Clean""","2011",13
"Brazil","Regional Rank","rank, lowest=""Very Clean""","2012",13
"Brazil","Regional Rank","rank, lowest=""Very Clean""","2013",13
"Brazil","Regional Rank","rank, lowest=""Very Clean""","2014",12
"Brazil","CPI Score","score, 100=""Very Clean""","2001",40
"Brazil","CPI Score","score, 100=""Very Clean""","2002",40
"Brazil","CPI Score","score, 100=""Very Clean""","2003",39
"Brazil","CPI Score","score, 100=""Very Clean""","2004",39
"Brazil","CPI Score","score, 100=""Very Clean""","2005",37
"Brazil","CPI Score","score, 100=""Very Clean""","2006",33
"Brazil","CPI Score","score, 100=""Very Clean""","2007",35
"Brazil","CPI Score","score, 100=""Very Clean""","2008",35
"Brazil","CPI Score","score, 100=""Very Clean""","2009",37
"Brazil","CPI Score","score, 100=""Very Clean""","2010",37
"Brazil","CPI Score","score, 100=""Very Clean""","2011",37.7411
"Brazil","CPI Score","score, 100=""Very Clean""","2012",43
"Brazil","CPI Score","score, 100=""Very Clean""","2013",42
"Brazil","CPI Score","score, 100=""Very Clean""","2014",43
"Brazil","CPI Score","score, 100=""Very Clean""","2015",38
"Brazil","CPI Score","score, 100=""Very Clean""","2016",40
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",32
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",33.99229
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",38
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",36
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",36
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",29.2715
"Brazil","CPI Score, Lower Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",33
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2010",43
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2011",41.9552
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2012",49
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2013",48
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2014",50
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2015",46.7285
"Brazil","CPI Score, Upper Bound, 90% Confidence Interval","score, 100=""Very Clean""","2016",47
"Canada","Rank","rank, lowest=""Very Clean""","2001",7
"Canada","Rank","rank, lowest=""Very Clean""","2002",7
"Canada","Rank","rank, lowest=""Very Clean""","2003",11
"Canada","Rank","rank, lowest=""Very Clean""","2004",12
"Canada","Rank","rank, lowest=""Very Clean""","2005",14
"Canada","Rank","rank, lowest=""Very Clean""","2006",14
"Canada","Rank","rank, lowest=""Very Clean""","2007",9
"Canada","Rank","rank, lowest=""Very Clean""","2008",9
"Canada","Rank","rank, lowest=""Very Clean""","2009",8
"Canada","Rank","rank, lowest=""Very Clean""","2010",6
"Canada","Rank","rank, lowest=""Very Clean""","2011",10
"Canada","Rank","rank, lowest=""Very Clean""","2012",9
"Canada","Rank","rank, lowest=""Very Clean""","2013",9
"Canada","Rank","rank, lowest=""Very Clean""","2014",10
"Canada","Rank","rank, lowest=""Very Clean""","2015",9
"Canada","Rank","rank, lowest=""Very Clean""","2016",9
"Canada","Regional Rank","rank, lowest=""Very Clean""","2010",1
"Canada","Regional Rank","rank, lowest=""Very Clean""","2011",1
"Canada","Regional Rank","rank, lowest=""Very Clean""","2012",1
"Canada","Regional Rank","rank, lowest=""Very Clean""","2013",1
"Canada","Regional Rank","rank, lowest=""Very Clean""","2014",1
"Canada","CPI Score","score, 100=""Very Clean""","2001",89
"Canada","CPI Score","score, 100=""Very Clean""","2002",90
"Canada","CPI Score","score, 100=""Very Clean""","2003",87
"Canada","CPI Score","score, 100=""Very Clean""","2004",85
"Canada","CPI Score","score, 100=""Very Clean""","2005",84
"Canada","CPI Score","score, 100=""Very Clean""","2006",85
"Canada","CPI Score","score, 100=""Very Clean""","2007",87
