"location","variable","Unit","Date","Value"
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2000",0.140808415099323
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2001",0.13584549439375
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2002",0.148855059130814
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2003",0.158763516853288
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2009",0.0185143834925035
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2010",0.058525635707427
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2011",0.0464139399178437
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2012",0.301821962963648
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2013",0.313465638576793
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2014",0.325860971995413
"Afghanistan","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2015",0.343677097495694
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2000",0
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2001",0
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2002",0.112598380583067
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2003",0.865196277129635
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2004",2.49805547198635
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2005",4.8268653672611
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2006",9.83316402199469
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2007",17.7162433091531
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2008",29.2203737639231
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2009",37.8949369729604
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2010",35.9740391266764
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2011",47.4064643496689
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2012",51.434547045426
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2013",55.0122261713057
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2014",58.8454705257758
"Afghanistan","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2015",61.5776190975489
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2004",0.000832685157328783
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2005",0.000884925317331202
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2006",0.00195074128559001
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2007",0.00189758772196985
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2008",0.00184964618303129
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2009",0.00360904161647242
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2010",0.00528209708550786
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2012",0.00502941604858496
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2013",0.00490971460352713
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2014",0.00479531700849711
"Afghanistan","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2015",0.00468650587494128
"Afghanistan","Percentage of Individuals using the Internet","%","2001",0.00472256824217368
"Afghanistan","Percentage of Individuals using the Internet","%","2002",0.00456139517022146
"Afghanistan","Percentage of Individuals using the Internet","%","2003",0.0878912528559713
"Afghanistan","Percentage of Individuals using the Internet","%","2004",0.105809030021958
"Afghanistan","Percentage of Individuals using the Internet","%","2005",1.22414808372471
"Afghanistan","Percentage of Individuals using the Internet","%","2006",2.10712364546412
"Afghanistan","Percentage of Individuals using the Internet","%","2007",1.9
"Afghanistan","Percentage of Individuals using the Internet","%","2008",1.84
"Afghanistan","Percentage of Individuals using the Internet","%","2009",3.55
"Afghanistan","Percentage of Individuals using the Internet","%","2010",4
"Afghanistan","Percentage of Individuals using the Internet","%","2011",5
"Afghanistan","Percentage of Individuals using the Internet","%","2012",5.45454545454545
"Afghanistan","Percentage of Individuals using the Internet","%","2013",5.9
"Afghanistan","Percentage of Individuals using the Internet","%","2014",7
"Afghanistan","Percentage of Individuals using the Internet","%","2015",8.26
"Albania","Fixed telephone lines","Number","2000",152687
"Albania","Fixed telephone lines","Number","2001",197496
"Albania","Fixed telephone lines","Number","2002",220000
"Albania","Fixed telephone lines","Number","2003",255000
"Albania","Fixed telephone lines","Number","2004",274557
"Albania","Fixed telephone lines","Number","2005",278973
"Albania","Fixed telephone lines","Number","2006",256000
"Albania","Fixed telephone lines","Number","2007",300000
"Albania","Fixed telephone lines","Number","2008",343591
"Albania","Fixed telephone lines","Number","2009",363000
"Albania","Fixed telephone lines","Number","2010",333066
"Albania","Fixed telephone lines","Number","2011",338844
"Albania","Fixed telephone lines","Number","2012",312000
"Albania","Fixed telephone lines","Number","2013",281200
"Albania","Fixed telephone lines","Number","2014",235734
"Albania","Fixed telephone lines","Number","2015",226718
"Albania","Mobile cellular subscriptions","Number","2000",29791
"Albania","Mobile cellular subscriptions","Number","2001",392650
"Albania","Mobile cellular subscriptions","Number","2002",851000
"Albania","Mobile cellular subscriptions","Number","2003",1100000
"Albania","Mobile cellular subscriptions","Number","2004",1259590
"Albania","Mobile cellular subscriptions","Number","2005",1530244
"Albania","Mobile cellular subscriptions","Number","2006",1909885
"Albania","Mobile cellular subscriptions","Number","2007",2322436
"Albania","Mobile cellular subscriptions","Number","2008",1859632
"Albania","Mobile cellular subscriptions","Number","2009",2463741
"Albania","Mobile cellular subscriptions","Number","2010",2692372
"Albania","Mobile cellular subscriptions","Number","2011",3100000
"Albania","Mobile cellular subscriptions","Number","2012",3500000
"Albania","Mobile cellular subscriptions","Number","2013",3685983
"Albania","Mobile cellular subscriptions","Number","2014",3359654
"Albania","Mobile cellular subscriptions","Number","2015",3400955
"Albania","Fixed broadband subscriptions","Number","2005",272
"Albania","Fixed broadband subscriptions","Number","2007",10000
"Albania","Fixed broadband subscriptions","Number","2008",64000
"Albania","Fixed broadband subscriptions","Number","2009",92000
"Albania","Fixed broadband subscriptions","Number","2010",105539
"Albania","Fixed broadband subscriptions","Number","2011",128210
"Albania","Fixed broadband subscriptions","Number","2012",160088
"Albania","Fixed broadband subscriptions","Number","2013",182556
"Albania","Fixed broadband subscriptions","Number","2014",207931
"Albania","Fixed broadband subscriptions","Number","2015",242870
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2000",4.61995166035895
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2001",6.01007156238246
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2002",6.74103044617042
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2003",7.87186456688538
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2004",8.53669722345988
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2005",8.72846223401426
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2006",8.05139558047574
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2007",9.47501470206448
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2008",10.8848168667126
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2009",11.5194760066451
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2010",10.5730438268993
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2011",10.7437086283797
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2012",9.86691367683897
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2013",8.86151860335912
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2014",7.40042186052484
"Albania","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2015",7.09162800779861
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2000",0.901406013044683
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2001",11.9488728833469
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2002",26.0755314076865
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2003",33.9570628375448
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2004",39.1639566854891
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2005",47.8780274894951
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2006",60.0673423758473
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2007",73.3503841486794
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2008",58.9123514861522
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2009",78.1845877027214
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2010",85.4682469970411
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2011",98.2915345940227
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2012",110.686531631206
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2013",116.157208130034
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2014",105.469965746985
"Albania","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2015",106.380206826378
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2005",0.00851029213455022
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2007",0.315833823402149
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2008",2.02749280240055
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2009",2.91953661876405
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2010",3.35029235180752
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2011",4.06514762912892
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2012",5.06273870736473
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2013",5.75292812999583
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2014",6.52759940390775
"Albania","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2015",7.596854657566
"Albania","Percentage of Individuals using the Internet","%","2000",0.114097346552109
"Albania","Percentage of Individuals using the Internet","%","2001",0.325798377067964
"Albania","Percentage of Individuals using the Internet","%","2002",0.39008127343332
"Albania","Percentage of Individuals using the Internet","%","2003",0.971900415195857
"Albania","Percentage of Individuals using the Internet","%","2004",2.42038779776014
"Albania","Percentage of Individuals using the Internet","%","2005",6.04389086404814
"Albania","Percentage of Individuals using the Internet","%","2006",9.60999131577118
"Albania","Percentage of Individuals using the Internet","%","2007",15.0361154084109
"Albania","Percentage of Individuals using the Internet","%","2008",23.86
"Albania","Percentage of Individuals using the Internet","%","2009",41.2
"Albania","Percentage of Individuals using the Internet","%","2010",45
"Albania","Percentage of Individuals using the Internet","%","2011",49
"Albania","Percentage of Individuals using the Internet","%","2012",54.6559590399494
"Albania","Percentage of Individuals using the Internet","%","2013",57.2
"Albania","Percentage of Individuals using the Internet","%","2014",60.1
"Albania","Percentage of Individuals using the Internet","%","2015",63.252932696931
"Algeria","Fixed telephone lines","Number","2000",1761327
"Algeria","Fixed telephone lines","Number","2001",1880000
"Algeria","Fixed telephone lines","Number","2002",1950000
"Algeria","Fixed telephone lines","Number","2003",2079464
"Algeria","Fixed telephone lines","Number","2004",2486720
"Algeria","Fixed telephone lines","Number","2005",2572000
"Algeria","Fixed telephone lines","Number","2006",2841297
"Algeria","Fixed telephone lines","Number","2007",3068409
"Algeria","Fixed telephone lines","Number","2008",3069140
"Algeria","Fixed telephone lines","Number","2009",2576165
"Algeria","Fixed telephone lines","Number","2010",2922731
"Algeria","Fixed telephone lines","Number","2011",3059336
"Algeria","Fixed telephone lines","Number","2012",3289363
"Algeria","Fixed telephone lines","Number","2013",3132829
"Algeria","Fixed telephone lines","Number","2014",3098787
"Algeria","Fixed telephone lines","Number","2015",3267592
"Algeria","Mobile cellular subscriptions","Number","2000",86000
"Algeria","Mobile cellular subscriptions","Number","2001",100000
"Algeria","Mobile cellular subscriptions","Number","2002",450244
"Algeria","Mobile cellular subscriptions","Number","2003",1446927
"Algeria","Mobile cellular subscriptions","Number","2004",4882414
"Algeria","Mobile cellular subscriptions","Number","2005",13661355
"Algeria","Mobile cellular subscriptions","Number","2006",20997954
"Algeria","Mobile cellular subscriptions","Number","2007",27562721
"Algeria","Mobile cellular subscriptions","Number","2008",27031472
"Algeria","Mobile cellular subscriptions","Number","2009",32729824
"Algeria","Mobile cellular subscriptions","Number","2010",32780165
"Algeria","Mobile cellular subscriptions","Number","2011",35615926
"Algeria","Mobile cellular subscriptions","Number","2012",37527703
"Algeria","Mobile cellular subscriptions","Number","2013",39517045
"Algeria","Mobile cellular subscriptions","Number","2014",43298174
"Algeria","Mobile cellular subscriptions","Number","2015",45928449
"Algeria","Fixed broadband subscriptions","Number","2003",18000
"Algeria","Fixed broadband subscriptions","Number","2004",36000
"Algeria","Fixed broadband subscriptions","Number","2005",135000
"Algeria","Fixed broadband subscriptions","Number","2006",170000
"Algeria","Fixed broadband subscriptions","Number","2007",287039
"Algeria","Fixed broadband subscriptions","Number","2008",485000
"Algeria","Fixed broadband subscriptions","Number","2009",818000
"Algeria","Fixed broadband subscriptions","Number","2010",900000
"Algeria","Fixed broadband subscriptions","Number","2011",980752
"Algeria","Fixed broadband subscriptions","Number","2012",1154748
"Algeria","Fixed broadband subscriptions","Number","2013",1280000
"Algeria","Fixed broadband subscriptions","Number","2014",1599692
"Algeria","Fixed broadband subscriptions","Number","2015",2262005
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2000",5.55282974808295
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2001",5.84755341164617
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2002",5.98655750747007
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2003",6.30074887340539
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2004",7.43161997821666
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2005",7.57341464094756
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2006",8.23392175328904
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2007",8.74264250694852
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2008",8.59092403699477
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2009",7.08062451286032
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2010",7.88588402069783
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2011",8.10141958673687
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2012",8.5478618995702
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2013",7.99024050942005
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2014",7.7607531197855
"Algeria","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2015",8.04162795473209
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2000",0.27112702998088
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2001",0.311040075087562
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2002",1.38226235815044
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2003",4.3841699905119
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2004",14.5912066595052
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2005",40.226713052948
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2006",60.8509107689772
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2007",78.532886659426
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2008",75.6646234971852
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2009",89.9583660658398
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2010",88.4448754843803
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2011",94.3144396353231
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2012",97.520894669298
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2013",100.787720546374
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2014",108.438056230233
"Algeria","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2015",113.031094272445
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2003",0.054539765882601
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2004",0.107586828921551
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2005",0.397515931776019
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2006",0.492650609232029
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2007",0.817843828039872
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2008",1.35757839588369
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2009",2.24828411670826
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2010",2.42830955658528
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2011",2.5971267825866
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2012",3.00077140552894
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2013",3.26462371615484
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2014",4.00634657357731
"Algeria","Fixed broadband subscriptions per 100 inhabitants","per 100 inhabitants","2015",5.56685248395264
"Algeria","Percentage of Individuals using the Internet","%","2000",0.491705679141589
"Algeria","Percentage of Individuals using the Internet","%","2001",0.646114016703792
"Algeria","Percentage of Individuals using the Internet","%","2002",1.59164126035832
"Algeria","Percentage of Individuals using the Internet","%","2003",2.19535973086144
"Algeria","Percentage of Individuals using the Internet","%","2004",4.63447508776537
"Algeria","Percentage of Individuals using the Internet","%","2005",5.84394209201256
"Algeria","Percentage of Individuals using the Internet","%","2006",7.37598495634886
"Algeria","Percentage of Individuals using the Internet","%","2007",9.45119062555304
"Algeria","Percentage of Individuals using the Internet","%","2008",10.18
"Algeria","Percentage of Individuals using the Internet","%","2009",11.23
"Algeria","Percentage of Individuals using the Internet","%","2010",12.5
"Algeria","Percentage of Individuals using the Internet","%","2011",14
"Algeria","Percentage of Individuals using the Internet","%","2012",15.2280267564417
"Algeria","Percentage of Individuals using the Internet","%","2013",16.5
"Algeria","Percentage of Individuals using the Internet","%","2014",25
"Algeria","Percentage of Individuals using the Internet","%","2015",38.2
"American Samoa","Fixed telephone lines","Number","2000",10252
"American Samoa","Fixed telephone lines","Number","2001",12587
"American Samoa","Fixed telephone lines","Number","2002",14053
"American Samoa","Fixed telephone lines","Number","2003",10713
"American Samoa","Fixed telephone lines","Number","2004",10354
"American Samoa","Fixed telephone lines","Number","2005",10400
"American Samoa","Fixed telephone lines","Number","2006",10400
"American Samoa","Fixed telephone lines","Number","2007",10400
"American Samoa","Fixed telephone lines","Number","2008",10400
"American Samoa","Fixed telephone lines","Number","2009",10400
"American Samoa","Fixed telephone lines","Number","2010",10400
"American Samoa","Fixed telephone lines","Number","2012",10000
"American Samoa","Fixed telephone lines","Number","2013",10000
"American Samoa","Fixed telephone lines","Number","2014",9900
"American Samoa","Fixed telephone lines","Number","2015",10000
"American Samoa","Mobile cellular subscriptions","Number","2000",1992
"American Samoa","Mobile cellular subscriptions","Number","2001",2156
"American Samoa","Mobile cellular subscriptions","Number","2002",2036
"American Samoa","Mobile cellular subscriptions","Number","2003",2100
"American Samoa","Mobile cellular subscriptions","Number","2004",2250
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2000",17.8227460797608
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2001",21.6360698569857
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2002",23.9285531849682
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2003",18.1216908841788
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2004",17.471566940029
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2005",17.5922323527919
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2006",17.7317056536861
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2007",17.956111120703
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2008",18.2286645750443
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2009",18.490532491777
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2010",18.6929326335466
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2012",18.1396023799158
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2013",18.1274358741956
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2014",17.8958785249458
"American Samoa","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2015",18.0056897979762
"American Samoa","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2000",3.46302284343382
"American Samoa","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2001",3.70599559955996
"American Samoa","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2002",3.46677110115956
"American Samoa","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2003",3.55227768662145
"American Samoa","Mobile cellular subscriptions per 100 inhabitants","per 100 inhabitants","2004",3.79669940265263
"Andorra","Fixed telephone lines","Number","2000",34215
"Andorra","Fixed telephone lines","Number","2001",34505
"Andorra","Fixed telephone lines","Number","2002",34922
"Andorra","Fixed telephone lines","Number","2003",35171
"Andorra","Fixed telephone lines","Number","2004",35040
"Andorra","Fixed telephone lines","Number","2005",35444
"Andorra","Fixed telephone lines","Number","2006",36507
"Andorra","Fixed telephone lines","Number","2007",37153
"Andorra","Fixed telephone lines","Number","2008",37375
"Andorra","Fixed telephone lines","Number","2009",37882
"Andorra","Fixed telephone lines","Number","2010",38171
"Andorra","Fixed telephone lines","Number","2011",38401
"Andorra","Fixed telephone lines","Number","2012",38320
"Andorra","Fixed telephone lines","Number","2013",38572
"Andorra","Fixed telephone lines","Number","2014",38237
"Andorra","Fixed telephone lines","Number","2015",38850
"Andorra","Mobile cellular subscriptions","Number","2000",23543
"Andorra","Mobile cellular subscriptions","Number","2001",29429
"Andorra","Mobile cellular subscriptions","Number","2002",32790
"Andorra","Mobile cellular subscriptions","Number","2003",51893
"Andorra","Mobile cellular subscriptions","Number","2004",58366
"Andorra","Mobile cellular subscriptions","Number","2005",64560
"Andorra","Mobile cellular subscriptions","Number","2006",69004
"Andorra","Mobile cellular subscriptions","Number","2007",63503
"Andorra","Mobile cellular subscriptions","Number","2008",64202
"Andorra","Mobile cellular subscriptions","Number","2009",64549
"Andorra","Mobile cellular subscriptions","Number","2010",65495
"Andorra","Mobile cellular subscriptions","Number","2011",65044
"Andorra","Mobile cellular subscriptions","Number","2012",63865
"Andorra","Mobile cellular subscriptions","Number","2013",63931
"Andorra","Mobile cellular subscriptions","Number","2014",66241
"Andorra","Mobile cellular subscriptions","Number","2015",71336
"Andorra","Fixed broadband subscriptions","Number","2002",1148
"Andorra","Fixed broadband subscriptions","Number","2003",3601
"Andorra","Fixed broadband subscriptions","Number","2004",6282
"Andorra","Fixed broadband subscriptions","Number","2005",10341
"Andorra","Fixed broadband subscriptions","Number","2006",14616
"Andorra","Fixed broadband subscriptions","Number","2007",18526
"Andorra","Fixed broadband subscriptions","Number","2008",20672
"Andorra","Fixed broadband subscriptions","Number","2009",22941
"Andorra","Fixed broadband subscriptions","Number","2010",24502
"Andorra","Fixed broadband subscriptions","Number","2011",25763
"Andorra","Fixed broadband subscriptions","Number","2012",26905
"Andorra","Fixed broadband subscriptions","Number","2013",27734
"Andorra","Fixed broadband subscriptions","Number","2014",28770
"Andorra","Fixed broadband subscriptions","Number","2015",30694
"Andorra","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2000",52.3173137203933
"Andorra","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2001",50.7426470588235
"Andorra","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2002",48.747190775974
"Andorra","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2003",46.4960406118213
"Andorra","Fixed telephone lines per 100 inhabitants","per 100 inhabitants","2004",44.3207690361751
