"country","indicator","Unit","Date","Value"
"Angola","GINI index","%","2000",51.96
"Angola","GINI index","%","2008",42.72
"Angola","Income share held by fourth 20%","%","2000",20.16
"Angola","Income share held by fourth 20%","%","2008",21.94
"Angola","Income share held by highest 10%","%","2000",40.25
"Angola","Income share held by highest 10%","%","2008",32.31
"Angola","Income share held by highest 20%","%","2000",56.12
"Angola","Income share held by highest 20%","%","2008",48.54
"Angola","Income share held by lowest 10%","%","2000",0.98
"Angola","Income share held by lowest 10%","%","2008",2.07
"Angola","Income share held by lowest 20%","%","2000",3.18
"Angola","Income share held by lowest 20%","%","2008",5.43
"Angola","Income share held by second 20%","%","2000",7.84
"Angola","Income share held by second 20%","%","2008",9.62
"Angola","Income share held by third 20%","%","2000",12.71
"Angola","Income share held by third 20%","%","2008",14.46
"Angola","Population, Total","Persons","1974",6923749
"Angola","Population, Total","Persons","1975",7107334
"Angola","Population, Total","Persons","1976",7299508
"Angola","Population, Total","Persons","1977",7501320
"Angola","Population, Total","Persons","1978",7717139
"Angola","Population, Total","Persons","1979",7952882
"Angola","Population, Total","Persons","1980",8211950
"Angola","Population, Total","Persons","1981",8497950
"Angola","Population, Total","Persons","1982",8807511
"Angola","Population, Total","Persons","1983",9128655
"Angola","Population, Total","Persons","1984",9444918
"Angola","Population, Total","Persons","1985",9745209
"Angola","Population, Total","Persons","1986",10023700
"Angola","Population, Total","Persons","1987",10285712
"Angola","Population, Total","Persons","1988",10544904
"Angola","Population, Total","Persons","1989",10820992
"Angola","Population, Total","Persons","1990",11127870
"Angola","Population, Total","Persons","1991",11472173
"Angola","Population, Total","Persons","1992",11848971
"Angola","Population, Total","Persons","1993",12246786
"Angola","Population, Total","Persons","1994",12648483
"Angola","Population, Total","Persons","1995",13042666
"Angola","Population, Total","Persons","1996",13424813
"Angola","Population, Total","Persons","1997",13801868
"Angola","Population, Total","Persons","1998",14187710
"Angola","Population, Total","Persons","1999",14601983
"Angola","Population, Total","Persons","2000",15058638
"Angola","Population, Total","Persons","2001",15562791
"Angola","Population, Total","Persons","2002",16109696
"Angola","Population, Total","Persons","2003",16691395
"Angola","Population, Total","Persons","2004",17295500
"Angola","Population, Total","Persons","2005",17912942
"Angola","Population, Total","Persons","2006",18541467
"Angola","Population, Total","Persons","2007",19183907
"Angola","Population, Total","Persons","2008",19842251
"Angola","Population, Total","Persons","2009",20520103
"Angola","Population, Total","Persons","2010",21219954
"Angola","Population, Total","Persons","2011",21942296
"Angola","Population, Total","Persons","2012",22685632
"Angola","Population, Total","Persons","2013",23448202
"Angola","Population, Total","Persons","2015",25021974
"Burundi","Number of poor at $1.25 a day (PPP) (millions)","millions","1992",4.955569
"Burundi","Number of poor at $1.25 a day (PPP) (millions)","millions","1998",5.572723
"Burundi","Number of poor at $1.25 a day (PPP) (millions)","millions","2006",6.540225
"Burundi","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","1992",4.78608
"Burundi","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","1998",5.476212
"Burundi","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","2006",6.38283
"Burundi","Number of poor at $2 a day (PPP) (millions)","millions","1992",5.599134
"Burundi","Number of poor at $2 a day (PPP) (millions)","millions","1998",6.151724
"Burundi","Number of poor at $2 a day (PPP) (millions)","millions","2006",7.51579
"Burundi","Number of poor at $2.5 a day (PPP) (millions)","millions","1992",5.726788
"Burundi","Number of poor at $2.5 a day (PPP) (millions)","millions","1998",6.271006
"Burundi","Number of poor at $2.5 a day (PPP) (millions)","millions","2006",7.730527
"Burundi","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","1992",5.56901
"Burundi","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","1998",6.183198
"Burundi","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","2006",7.576374
"Burundi","Number of poor at $4 a day (PPP) (millions)","millions","1992",5.847971
"Burundi","Number of poor at $4 a day (PPP) (millions)","millions","1998",6.386419
"Burundi","Number of poor at $4 a day (PPP) (millions)","millions","2006",7.948481
"Burundi","Number of poor at $5 a day (PPP) (millions)","millions","1992",5.87209
"Burundi","Number of poor at $5 a day (PPP) (millions)","millions","1998",6.410276
"Burundi","Number of poor at $5 a day (PPP) (millions)","millions","2006",7.995128
"Burundi","Poverty gap at $1.25 a day (PPP) (%)","%","1992",40.2
"Burundi","Poverty gap at $1.25 a day (PPP) (%)","%","1998",47.28
"Burundi","Poverty gap at $1.25 a day (PPP) (%)","%","2006",36.39
"Burundi","Poverty gap at $1.90 a day (2011 PPP) (%)","%","1992",36.79
"Burundi","Poverty gap at $1.90 a day (2011 PPP) (%)","%","1998",44.82
"Burundi","Poverty gap at $1.90 a day (2011 PPP) (%)","%","2006",32.88
"Burundi","Poverty gap at $2 a day (PPP) (%)","%","1992",59.3
"Burundi","Poverty gap at $2 a day (PPP) (%)","%","1998",64.07
"Burundi","Poverty gap at $2 a day (PPP) (%)","%","2006",56.06
"Burundi","Poverty gap at $2.5 a day (PPP) (%)","%","1992",66.71
"Burundi","Poverty gap at $2.5 a day (PPP) (%)","%","1998",70.54
"Burundi","Poverty gap at $2.5 a day (PPP) (%)","%","2006",63.82
"Burundi","Poverty gap at $3.10 a day (2011 PPP) (%)","%","1992",57.18
"Burundi","Poverty gap at $3.10 a day (2011 PPP) (%)","%","1998",62.81
"Burundi","Poverty gap at $3.10 a day (2011 PPP) (%)","%","2006",53.64
"Burundi","Poverty gap at $4 a day (PPP) (%)","%","1992",78.7
"Burundi","Poverty gap at $4 a day (PPP) (%)","%","1998",80.99
"Burundi","Poverty gap at $4 a day (PPP) (%)","%","2006",76.58
"Burundi","Poverty gap at $5 a day (PPP) (%)","%","1992",82.88
"Burundi","Poverty gap at $5 a day (PPP) (%)","%","1998",84.64
"Burundi","Poverty gap at $5 a day (PPP) (%)","%","2006",81.09
"Burundi","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","1992",84.24
"Burundi","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","1998",86.43
"Burundi","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","2006",81.32
"Burundi","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","1992",81.12
"Burundi","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","1998",84.12
"Burundi","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","2006",77.65
"Burundi","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","1992",95.18
"Burundi","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","1998",95.41
"Burundi","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","2006",93.45
"Burundi","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","1992",97.35
"Burundi","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","1998",97.26
"Burundi","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","2006",96.12
"Burundi","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","1992",94.39
"Burundi","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","1998",94.98
"Burundi","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","2006",92.17
"Burundi","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","1992",99.41
"Burundi","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","1998",99.05
"Burundi","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","2006",98.83
"Burundi","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","1992",99.82
"Burundi","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","1998",99.42
"Burundi","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","2006",99.41
"Burundi","Urban poverty headcount ratio at national poverty lines (% of urban population)","% of urban population","2006",34
"Burundi","Urban poverty headcount ratio at national poverty lines (% of urban population)","% of urban population","2014",27.6
"Burundi","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","% of urban population","1998",41
"Burundi","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","% of urban population","2006",34
"Burundi","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","% of urban population","2014",27.6
"Burundi","Poverty gap at national poverty line (%)","%","2006",36.7
"Burundi","Poverty gap at national poverty line (%)","%","2014",25.1
"Burundi","Poverty gap at national poverty line (%), including noncomparable values","%","2006",36.7
"Burundi","Poverty gap at national poverty line (%), including noncomparable values","%","2014",25.1
"Burundi","Poverty gap at rural poverty line (%)","%","2006",24.2
"Burundi","Poverty gap at rural poverty line (%), including noncomparable values","%","1998",45.9
"Burundi","Poverty gap at rural poverty line (%), including noncomparable values","%","2006",24.2
"Burundi","Poverty gap at urban poverty line (%)","%","2006",10.3
"Burundi","Poverty gap at urban poverty line (%), including noncomparable values","%","1998",17.9
"Burundi","Poverty gap at urban poverty line (%), including noncomparable values","%","2006",10.3
"Burundi","Poverty headcount ratio at national poverty line (% of population)","% of population","2006",67.1
"Burundi","Poverty headcount ratio at national poverty line (% of population)","% of population","2014",64.6
"Burundi","Poverty headcount ratio at national poverty line (% of population), including noncomparable values","% of population","1998",81
"Burundi","Poverty headcount ratio at national poverty line (% of population), including noncomparable values","% of population","2006",67.1
"Burundi","Poverty headcount ratio at national poverty line (% of population), including noncomparable values","% of population","2014",64.6
"Burundi","Poverty headcount ratio at rural poverty line (% of rural population)","% of rural population","2006",68.9
"Burundi","Poverty headcount ratio at rural poverty line (% of rural population), including noncomparable values","% of rural population","1998",83.2
"Burundi","Poverty headcount ratio at rural poverty line (% of rural population), including noncomparable values","% of rural population","2006",68.9
"Burundi","Poverty headcount ratio at urban poverty line (% of urban population)","% of urban population","2006",34
"Burundi","Poverty headcount ratio at urban poverty line (% of urban population), including noncomparable values","% of urban population","1998",41
"Burundi","Poverty headcount ratio at urban poverty line (% of urban population), including noncomparable values","% of urban population","2006",34
"Burundi","Rural poverty gap at national poverty line (%)","%","2006",24.2
"Burundi","Rural poverty gap at national poverty line (%)","%","2014",26.9
"Burundi","Rural poverty gap at national poverty line (%), including noncomparable values","%","1998",45.9
"Burundi","Rural poverty gap at national poverty line (%), including noncomparable values","%","2006",24.2
"Burundi","Rural poverty gap at national poverty line (%), including noncomparable values","%","2014",26.9
"Burundi","Rural poverty headcount ratio at national poverty lines (% of rural population)","% of rural population","2006",68.9
"Burundi","Rural poverty headcount ratio at national poverty lines (% of rural population)","% of rural population","2014",68.8
"Burundi","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","% of rural population","1998",83.2
"Burundi","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","% of rural population","2006",68.9
"Burundi","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","% of rural population","2014",68.8
"Burundi","Urban poverty gap at national poverty lines (%)","%","2006",10.3
"Burundi","Urban poverty gap at national poverty lines (%)","%","2014",9.2
"Burundi","Urban poverty gap at national poverty lines (%), including noncomparable values","%","1998",17.9
"Burundi","Urban poverty gap at national poverty lines (%), including noncomparable values","%","2006",10.3
"Burundi","Urban poverty gap at national poverty lines (%), including noncomparable values","%","2014",9.2
"Burundi","GINI index","%","1992",33.33
"Burundi","GINI index","%","1998",42.35
"Burundi","GINI index","%","2006",33.36
"Burundi","Income share held by fourth 20%","%","1992",22.05
"Burundi","Income share held by fourth 20%","%","1998",21.48
"Burundi","Income share held by fourth 20%","%","2006",20.97
"Burundi","Income share held by highest 10%","%","1992",26.58
"Burundi","Income share held by highest 10%","%","1998",32.74
"Burundi","Income share held by highest 10%","%","2006",27.97
"Burundi","Income share held by highest 20%","%","1992",41.63
"Burundi","Income share held by highest 20%","%","1998",47.96
"Burundi","Income share held by highest 20%","%","2006",42.88
"Burundi","Income share held by lowest 10%","%","1992",3.41
"Burundi","Income share held by lowest 10%","%","1998",1.73
"Burundi","Income share held by lowest 10%","%","2006",4.01
"Burundi","Income share held by lowest 20%","%","1992",7.94
"Burundi","Income share held by lowest 20%","%","1998",5.14
"Burundi","Income share held by lowest 20%","%","2006",8.92
"Burundi","Income share held by second 20%","%","1992",12.09
"Burundi","Income share held by second 20%","%","1998",10.35
"Burundi","Income share held by second 20%","%","2006",11.93
"Burundi","Income share held by third 20%","%","1992",16.3
"Burundi","Income share held by third 20%","%","1998",15.06
"Burundi","Income share held by third 20%","%","2006",15.31
"Burundi","Population, Total","Persons","1974",3623853
"Burundi","Population, Total","Persons","1975",3676991
"Burundi","Population, Total","Persons","1976",3744696
"Burundi","Population, Total","Persons","1977",3825484
"Burundi","Population, Total","Persons","1978",3917866
"Burundi","Population, Total","Persons","1979",4018927
"Burundi","Population, Total","Persons","1980",4126544
"Burundi","Population, Total","Persons","1981",4239673
"Burundi","Population, Total","Persons","1982",4359122
"Burundi","Population, Total","Persons","1983",4486613
"Burundi","Population, Total","Persons","1984",4624617
"Burundi","Population, Total","Persons","1985",4774258
"Burundi","Population, Total","Persons","1986",4936429
"Burundi","Population, Total","Persons","1987",5108581
"Burundi","Population, Total","Persons","1988",5284173
"Burundi","Population, Total","Persons","1989",5454475
"Burundi","Population, Total","Persons","1990",5613141
"Burundi","Population, Total","Persons","1991",5759429
"Burundi","Population, Total","Persons","1992",5895131
"Burundi","Population, Total","Persons","1993",6019901
"Burundi","Population, Total","Persons","1994",6134041
"Burundi","Population, Total","Persons","1995",6239030
"Burundi","Population, Total","Persons","1996",6333415
"Burundi","Population, Total","Persons","1997",6420397
"Burundi","Population, Total","Persons","1998",6511920
"Burundi","Population, Total","Persons","1999",6623707
"Burundi","Population, Total","Persons","2000",6767073
"Burundi","Population, Total","Persons","2001",6946720
"Burundi","Population, Total","Persons","2002",7159918
"Burundi","Population, Total","Persons","2003",7401215
"Burundi","Population, Total","Persons","2004",7661613
"Burundi","Population, Total","Persons","2005",7934213
"Burundi","Population, Total","Persons","2006",8218070
"Burundi","Population, Total","Persons","2007",8514578
"Burundi","Population, Total","Persons","2008",8821795
"Burundi","Population, Total","Persons","2009",9137786
"Burundi","Population, Total","Persons","2010",9461117
"Burundi","Population, Total","Persons","2011",9790151
"Burundi","Population, Total","Persons","2012",10124572
"Burundi","Population, Total","Persons","2013",10465959
"Burundi","Population, Total","Persons","2015",11178921
"Central African Republic","Number of poor at $1.25 a day (PPP) (millions)","millions","1992",2.536731
"Central African Republic","Number of poor at $1.25 a day (PPP) (millions)","millions","2003",2.390842
"Central African Republic","Number of poor at $1.25 a day (PPP) (millions)","millions","2008",2.629502
"Central African Republic","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","1992",2.603943
"Central African Republic","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","2003",2.538984
"Central African Republic","Number of poor at $1.90 a day (2011 PPP) (millions)","millions","2008",2.835928
"Central African Republic","Number of poor at $2 a day (PPP) (millions)","millions","1992",2.775303
"Central African Republic","Number of poor at $2 a day (PPP) (millions)","millions","2003",3.136472
"Central African Republic","Number of poor at $2 a day (PPP) (millions)","millions","2008",3.351851
"Central African Republic","Number of poor at $2.5 a day (PPP) (millions)","millions","1992",2.853098
"Central African Republic","Number of poor at $2.5 a day (PPP) (millions)","millions","2003",3.371995
"Central African Republic","Number of poor at $2.5 a day (PPP) (millions)","millions","2008",3.607561
"Central African Republic","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","1992",2.840019
"Central African Republic","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","2003",3.299464
"Central African Republic","Number of poor at $3.10 a day (2011 PPP) (millions)","millions","2008",3.521156
"Central African Republic","Number of poor at $4 a day (PPP) (millions)","millions","1992",2.959876
"Central African Republic","Number of poor at $4 a day (PPP) (millions)","millions","2003",3.657685
"Central African Republic","Number of poor at $4 a day (PPP) (millions)","millions","2008",3.94237
"Central African Republic","Number of poor at $5 a day (PPP) (millions)","millions","1992",2.990383
"Central African Republic","Number of poor at $5 a day (PPP) (millions)","millions","2003",3.726619
"Central African Republic","Number of poor at $5 a day (PPP) (millions)","millions","2008",4.030676
"Central African Republic","Poverty gap at $1.25 a day (PPP) (%)","%","1992",57.41
"Central African Republic","Poverty gap at $1.25 a day (PPP) (%)","%","2003",28.3
"Central African Republic","Poverty gap at $1.25 a day (PPP) (%)","%","2008",31.26
"Central African Republic","Poverty gap at $1.90 a day (2011 PPP) (%)","%","1992",58.85
"Central African Republic","Poverty gap at $1.90 a day (2011 PPP) (%)","%","2003",30.31
"Central African Republic","Poverty gap at $1.90 a day (2011 PPP) (%)","%","2008",33.08
"Central African Republic","Poverty gap at $2 a day (PPP) (%)","%","1992",68.76
"Central African Republic","Poverty gap at $2 a day (PPP) (%)","%","2003",45.3
"Central African Republic","Poverty gap at $2 a day (PPP) (%)","%","2008",46.78
"Central African Republic","Poverty gap at $2.5 a day (PPP) (%)","%","1992",73.47
"Central African Republic","Poverty gap at $2.5 a day (PPP) (%)","%","2003",53.27
"Central African Republic","Poverty gap at $2.5 a day (PPP) (%)","%","2008",54.1
"Central African Republic","Poverty gap at $3.10 a day (2011 PPP) (%)","%","1992",70.41
"Central African Republic","Poverty gap at $3.10 a day (2011 PPP) (%)","%","2003",48.03
"Central African Republic","Poverty gap at $3.10 a day (2011 PPP) (%)","%","2008",49.5
"Central African Republic","Poverty gap at $4 a day (PPP) (%)","%","1992",81.77
"Central African Republic","Poverty gap at $4 a day (PPP) (%)","%","2003",68.03
"Central African Republic","Poverty gap at $4 a day (PPP) (%)","%","2008",67.94
"Central African Republic","Poverty gap at $5 a day (PPP) (%)","%","1992",84.93
"Central African Republic","Poverty gap at $5 a day (PPP) (%)","%","2003",73.73
"Central African Republic","Poverty gap at $5 a day (PPP) (%)","%","2008",73.43
"Central African Republic","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","1992",83.15
"Central African Republic","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","2003",62.43
"Central African Republic","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","% of population","2008",62.83
"Central African Republic","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","1992",84.27
"Central African Republic","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","2003",64.77
"Central African Republic","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","% of population","2008",66.26
"Central African Republic","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","1992",90.97
"Central African Republic","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","2003",81.9
"Central African Republic","Poverty headcount ratio at $2 a day (PPP) (% of population)","% of population","2008",80.09
"Central African Republic","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","1992",93.52
"Central African Republic","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","2003",88.05
"Central African Republic","Poverty headcount ratio at $2.5 a day (PPP) (% of population)","% of population","2008",86.2
"Central African Republic","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","1992",91.91
"Central African Republic","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","2003",84.17
"Central African Republic","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","% of population","2008",82.27
"Central African Republic","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","1992",97.02
"Central African Republic","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","2003",95.51
"Central African Republic","Poverty headcount ratio at $4 a day (PPP) (% of population)","% of population","2008",94.2
"Central African Republic","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","1992",98.02
"Central African Republic","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","2003",97.31
"Central African Republic","Poverty headcount ratio at $5 a day (PPP) (% of population)","% of population","2008",96.31
"Central African Republic","Urban poverty headcount ratio at national poverty lines (% of urban population)","% of urban population","2008",49.6
"Central African Republic","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","% of urban population","2008",49.6
"Central African Republic","Poverty gap at national poverty line (%)","%","2008",33.1
"Central African Republic","Poverty gap at national poverty line (%), including noncomparable values","%","1992",34
"Central African Republic","Poverty gap at national poverty line (%), including noncomparable values","%","2008",33.1
"Central African Republic","Poverty gap at rural poverty line (%)","%","2008",35
"Central African Republic","Poverty gap at rural poverty line (%), including noncomparable values","%","1992",42.5
"Central African Republic","Poverty gap at rural poverty line (%), including noncomparable values","%","2008",35
"Central African Republic","Poverty gap at urban poverty line (%)","%","2008",29.8
"Central African Republic","Poverty gap at urban poverty line (%), including noncomparable values","%","2008",29.8
"Central African Republic","Poverty headcount ratio at national poverty line (% of population)","% of population","2008",62
"Central African Republic","Poverty headcount ratio at national poverty line (% of population), including noncomparable values","% of population","1992",62.4
"Central African Republic","Poverty headcount ratio at national poverty line (% of population), including noncomparable values","% of population","2008",62
"Central African Republic","Poverty headcount ratio at rural poverty line (% of rural population)","% of rural population","2008",69.4
"Central African Republic","Poverty headcount ratio at rural poverty line (% of rural population), including noncomparable values","% of rural population","1992",74.4
"Central African Republic","Poverty headcount ratio at rural poverty line (% of rural population), including noncomparable values","% of rural population","2008",69.4
"Central African Republic","Poverty headcount ratio at urban poverty line (% of urban population)","% of urban population","2008",49.6
"Central African Republic","Poverty headcount ratio at urban poverty line (% of urban population), including noncomparable values","% of urban population","2008",49.6
"Central African Republic","Rural poverty gap at national poverty line (%)","%","2008",35
"Central African Republic","Rural poverty gap at national poverty line (%), including noncomparable values","%","1992",42.5
"Central African Republic","Rural poverty gap at national poverty line (%), including noncomparable values","%","2008",35
"Central African Republic","Rural poverty headcount ratio at national poverty lines (% of rural population)","% of rural population","2008",69.4
"Central African Republic","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","% of rural population","1992",74.4
"Central African Republic","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","% of rural population","2008",69.4
"Central African Republic","Urban poverty gap at national poverty lines (%)","%","2008",29.8
"Central African Republic","Urban poverty gap at national poverty lines (%), including noncomparable values","%","2008",29.8
"Central African Republic","GINI index","%","1992",61.33
"Central African Republic","GINI index","%","2003",43.61
