ConflictID,Incompatibility,Territory,EventID,EventDate,EventType,Side A,Side B,CountryName,Gwno,Region,LocationName,Latitude,Longitude,GeoPrecision,TransferActor
66,1,Angola,10043,9/19/1974,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Bengo,Ambriz,-7.85,13.1166,1,
66,1,Angola,10030,12/25/1966,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Moxico,Texeira-de Susa,-10.7,22.2333,1,
66,1,Angola,10020,4/14/1961,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Huambo,Lucunga,-12.82,15.6797,1,
66,1,Angola,10040,7/1/1973,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Uige,Songo,-6.5166,15.0333,1,
66,1,Angola,10050,10/1/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Namibe,Namibe,-15.1961,12.1522,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10032,1/1/1970,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Uige,Uige,-7.6166,15.05,1,FNLA
66,1,Angola,10051,10/2/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Cunene,Pereira de Eca,-17.0666,15.7333,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10044,10/1/1974,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Uige,Carmona,-7.6166,15.05,1,
66,1,Angola,10042,9/18/1974,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Moxico,Texeira-de Susa,-10.7,22.2333,1,
66,1,Angola,10031,1/1/1970,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Zaire,M'banza Congo,-6.2666,14.25,1,FNLA
66,1,Angola,10052,10/3/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Huila,Sa da Bandeira,-14.9166,13.5,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10045,10/2/1974,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Uige,Uige,-7.6166,15.05,1,
66,1,Angola,10047,1/1/1970,5,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Huambo,Capolo,-12.6861,15.7061,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10034,1/1/1970,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Lunda Norte,Lucapa,-8.4166,20.75,1,FNLA
66,1,Angola,10033,1/1/1970,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Cuanza Sul,Malange,-9.9666,14.9333,1,FNLA
66,1,Angola,10053,10/4/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Cuando Cubango,Menongue,-14.6666,17.7,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10018,3/5/1961,2,Portugese Forces in Angola 1960-1975,FNLA,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Masimba,-1.6666,17.7,1,
66,1,Angola,10054,10/5/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Bie,Kuito,-12.3833,16.9333,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10029,12/14/1966,1,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,,Noqui,-5.85,13.4333,1,
66,1,Angola,10049,8/1/1975,3,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,,Ruacana,-17.4166,14.2,1,
66,1,Angola,10036,1/1/1970,5,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Uige,Negage,-7.7666,15.2666,1,
66,1,Angola,10055,10/6/1975,2,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Huambo,Huambo,-12.7761,15.7391,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10019,4/13/1961,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Cuanza Sul,Ucua,-11.7833,14.15,1,
66,1,Angola,10046,7/1/1975,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Benguela,Sao Pedro,-12.7166,13.4666,1,
66,1,Angola,10048,1/1/1970,4,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Bie,Silva Porto,-12.3833,16.9333,1,UNITA-União Nacional para a Independência Total de Angola
66,1,Angola,10035,1/1/1970,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Lunda Sul,Saurimo,-9.65,20.4,1,FNLA
66,1,Angola,10038,4/1/1971,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Bengo,Nambuangongo,-8.0166,14.2,1,
66,1,Angola,10016,3/3/1961,2,Portugese Forces in Angola 1960-1975,FNLA,Angola,540,Zaire,Sao Salvador,-6.2666,14.25,1,
66,1,Angola,10056,11/1/1975,1,Portugese Forces in Angola 1960-1975,UNITA-União Nacional para a Independência Total de Angola,Angola,540,Huambo,Huambo,-12.7761,15.7391,1,
66,1,Angola,10009,7/12/1975,1,Portugese Forces in Angola 1960-1975,MPLA-Movimento Popular de Libertação de Angola,Angola,540,Uige,Luanda,-7.3833,15.3166,1,
68,1,Katanga,10072,12/25/1960,2,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,Katanga rebels
68,1,Katanga,10080,8/29/1963,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Luluabourg,-5.8958,22.4177,1,
68,1,Katanga,10068,9/18/1960,1,Congo/Zaire 1960-1965,Katanga rebels,Angola,540,Lunda Norte,Lobalu,-8.0166,19.1833,1,
68,1,Katanga,10070,9/25/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Bukama,-9.2,25.85,1,
68,1,Katanga,10073,2/26/1961,2,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Manono,-7.3,27.4166,1,
68,1,Katanga,10076,6/1/1962,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,Congo/Zaire
68,1,Katanga,10061,7/15/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,
68,1,Katanga,10071,9/26/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Manono,-7.3,27.4166,1,
68,1,Katanga,10074,3/26/1961,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Manono,-7.3,27.4166,1,
68,1,Katanga,10062,7/15/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Jadotville,-10.9813,26.7333,1,
68,1,Katanga,10077,1/1/1963,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,Congo/Zaire
68,1,Katanga,10065,9/15/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lubanda,-2.838,28.7372,1,
68,1,Katanga,10075,4/7/1961,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Kabolo,-4.1,21.3666,1,
68,1,Katanga,10060,7/11/1960,5,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,Katanga rebels
68,1,Katanga,10078,8/1/1963,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kasenga,-10.6291,26.7575,1,
68,1,Katanga,10063,7/20/1960,2,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Luluabourg,-5.8958,22.4177,1,
68,1,Katanga,10066,9/16/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kongolo,-7.9666,24.2333,1,
68,1,Katanga,10069,9/20/1960,1,Congo/Zaire 1960-1965,Katanga rebels,Angola,540,Bie,Luena,-13.2166,16.85,1,
68,1,Katanga,10064,8/11/1960,2,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Luluabourg,-5.8958,22.4177,1,Katanga rebels
68,1,Katanga,10079,8/29/1963,3,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Mitwaba,-8.6333,27.3333,1,
68,1,Katanga,10067,9/17/1960,1,Congo/Zaire 1960-1965,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Niembo,-7.3666,25.8666,1,
69,1,South Kasai,10081,7/20/1960,1,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kasaji,-10.3666,23.45,1,
69,1,South Kasai,10085,11/1/1961,2,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Bakwanga,-6.15,23.6,1,
69,1,South Kasai,10084,8/1/1961,2,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Lac Makamba,-5.0166,24.7666,1,
69,1,South Kasai,10083,8/1/1960,1,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Mbuji-Mayi,-6.15,23.6,1,
69,1,South Kasai,10082,7/21/1960,2,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Tshikapa,-6.4166,20.8,1,
69,1,South Kasai,10089,8/1/1963,1,Congo/Zaire 1960-1965,Congo Muleist forces,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kwilu,-5.4166,19.15,1,
69,1,South Kasai,10088,10/1/1962,3,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Bakwanga,-6.15,23.6,1,
69,1,South Kasai,10087,10/1/1962,3,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Lac Makamba,-5.0166,24.7666,1,
69,1,South Kasai,10086,10/1/1962,3,Congo/Zaire 1960-1965,Independent Mining State of South Kasai,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Tshikapa,-6.4166,20.8,1,
69,1,South Kasai,10090,1/15/1964,2,Congo/Zaire 1960-1965,Congo Muleist forces,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kwilu,-5.4166,19.15,1,
86,2,,10190,8/1/1975,1,Congo/Zaire 1965-1997,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10508,1/4/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Makabola,-3.5441,29.1513,1,
86,2,,10587,12/7/1999,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bonia,-0.9166,19.1,1,
86,2,,10727,10/8/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10127,8/4/1964,3,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Shaba,Mwanza,-7.85,26.6833,1,
86,2,,10883,6/10/2000,7,Congo/Zaire 1997-2001,,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10760,11/11/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10780,12/1/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10441,3/5/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Bolobo,-2.1666,16.2333,1,
86,2,,10527,3/15/2002,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kitutu,-3.2833,28.0833,1,
86,2,,10461,5/21/1999,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kabamba,-5.9833,26.2666,2,
86,2,,10451,4/12/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kakuyu,-6.2,26.3333,1,
86,2,,10470,7/7/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kilembwe,-10.0833,27.45,1,
86,2,,10969,9/1/2001,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Fizi,-4.3011,28.9441,1,
86,2,,10490,2/24/2000,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Gandajika,-6.75,23.95,1,
86,2,,10891,6/12/2000,7,Congo/Zaire 1997-2001,,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10226,9/16/1997,2,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Shaba,Buya,-7.1166,24.0833,1,
86,2,,10372,8/10/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Kitona,-5.9666,12.4666,1,
86,2,,10417,11/4/1998,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bondo,-4.7,27.6833,1,
86,2,,10515,6/12/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Kakonde,-5.6,25.8333,1,
86,2,,10900,3/27/2001,7,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Kimpese,-5.55,14.4333,1,
86,2,,10493,10/25/2000,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Musa,-9.8333,28.6333,1,
86,2,,10914,9/11/2000,5,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kabalo,-6.55,17.7666,1,
86,2,,10096,9/5/1964,3,Congo/Zaire 1960-1965,Mutiny/Coup DRC/Zaire,"Congo, Democratic Republic of (Zaire)",490,Equateur,Boende,-0.2166,20.8666,1,
86,2,,10103,5/16/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lemera,-3.035,28.98,1,
86,2,,10330,4/23/1997,5,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Ilebo,-4.3166,20.5833,1,
86,2,,10814,10/1/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Moba,-7.05,29.7833,1,
86,2,,10748,10/29/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10158,9/15/1991,1,Congo/Zaire 1965-1997,Mutiny/Coup DRC/Zaire,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kamina,-8.7386,24.9905,1,
86,2,,10618,2/1/1999,4,Congo/Zaire 1997-2001,RCD faction,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10279,1/30/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lulimba,-4.6933,28.6316,1,
86,2,,10115,7/7/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kindu,-2.95,25.95,1,
86,2,,10790,1/15/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10939,8/1/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Ikela,0.35,23.4333,1,
86,2,,10770,11/21/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10890,5/14/2002,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10236,4/1/1998,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Beni,0.5,29.4666,1,
86,2,,10838,11/1/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Equateur,Mbandaka,0.0666,18.2666,1,
86,2,,10959,7/30/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10576,8/17/1999,2,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Dongo Pene Pania,-4.5666,26.4,1,
86,2,,10483,10/11/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Ikela,-2.4,20.0166,1,
86,2,,10360,8/2/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kabare,-2.468,28.8202,2,
86,2,,10859,5/16/2002,7,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Mangobo,-0.3333,28.1166,1,
86,2,,10167,4/2/1966,3,Congo/Zaire 1965-1997,CNL,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Likati,3.35,23.8833,1,
86,2,,10738,10/19/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10407,10/13/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kitutu,-3.2833,28.0833,1,
86,2,,10781,12/2/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10827,11/1/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Mbandaka,0.0666,18.2666,1,
86,2,,10925,12/1/2001,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Isiro,2.7666,27.6166,1,
86,2,,10341,11/21/2002,1,Congo/Zaire 2001-9999,Mai-Mai,"Congo, Democratic Republic of (Zaire)",490,Shaba,Ankoro,-6.75,26.95,1,
86,2,,10526,2/22/2002,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Moliro,-8.2166,30.5666,1,
86,2,,10213,5/11/1978,1,Congo/Zaire 1965-1997,FLNC,"Congo, Democratic Republic of (Zaire)",490,Shaba,Dilolo,-10.4666,22.4666,1,
86,2,,10806,4/15/2001,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10608,4/23/2002,2,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Dungu,-2.45,25.7666,1,
86,2,,10383,8/29/1998,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Kitona,-5.9666,12.4666,1,
86,2,,10464,5/31/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Uvira,-3.4066,29.1458,1,
86,2,,10191,8/1/1977,2,Congo/Zaire 1965-1997,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Kivu,Fizi,-4.3011,28.9441,1,
86,2,,10249,12/1/1996,2,Congo/Zaire 1965-1997,PALIR- People Bearing Arms to Liberate Rwanda,Rwanda,517,,Virunga,-1.3833,29.6333,1,
86,2,,10805,4/12/2001,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10100,4/15/1964,4,Congo/Zaire 1960-1965,CNL,Burundi,516,Bujumbura,Bujumbura,-3.3772,29.358,1,
86,2,,10124,8/2/1964,3,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kabongo,-8.7166,28.1833,1,
86,2,,10849,5/25/2000,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Mbandaka,0.0666,18.2666,1,
86,2,,10260,10/30/1996,3,Congo/Zaire 1965-1997,Tutsi forces with Rwanda ( Pre ADFL),"Congo, Democratic Republic of (Zaire)",490,Kivu,Rutshuru,-1.1841,29.4488,1,
