"Country","Indicator","Unit","Date","Value"
"Germany","Population (000 at mid-year)","000 at mid-year","2009",82330
"Germany","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",1693088
"Germany","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",1713405
"Germany","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",20546.9361074228
"Germany","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",20801.4374438476
"Italy","Population (000 at mid-year)","000 at mid-year","2007",58147.733
"Italy","Population (000 at mid-year)","000 at mid-year","2008",58145.321
"Italy","Population (000 at mid-year)","000 at mid-year","2009",58126
"Italy","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",1169329
"Italy","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",1157636
"Italy","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",20109.623190297
"Italy","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",19909.3577968208
"Netherlands","Population (000 at mid-year)","000 at mid-year","2007",16570.613
"Netherlands","Population (000 at mid-year)","000 at mid-year","2008",16645.313
"Netherlands","Population (000 at mid-year)","000 at mid-year","2009",16716
"Netherlands","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",402995
"Netherlands","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",411055
"Netherlands","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",24319.8607076274
"Netherlands","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",24694.9396505791
"Norway","Population (000 at mid-year)","000 at mid-year","2007",4627.926
"Norway","Population (000 at mid-year)","000 at mid-year","2008",4644.457
"Norway","Population (000 at mid-year)","000 at mid-year","2009",4661
"Norway","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",129643
"Norway","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",132365
"Norway","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",28013.196408067
"Norway","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",28499.5641040492
"Sweden","Population (000 at mid-year)","000 at mid-year","2007",9031
"Sweden","Population (000 at mid-year)","000 at mid-year","2008",9045
"Sweden","Population (000 at mid-year)","000 at mid-year","2009",9060
"Sweden","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",221223
"Sweden","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",220781
"Sweden","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",24495.9583656295
"Sweden","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",24409.1763405196
"Switzerland","Population (000 at mid-year)","000 at mid-year","2007",7554.661
"Switzerland","Population (000 at mid-year)","000 at mid-year","2008",7581.52
"Switzerland","Population (000 at mid-year)","000 at mid-year","2009",7604
"Switzerland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",186963
"Switzerland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",190328
"Switzerland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",24748.0330354995
"Switzerland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",25104.2007407486
"United Kingdom","Population (000 at mid-year)","000 at mid-year","2007",60776.238
"United Kingdom","Population (000 at mid-year)","000 at mid-year","2008",60943.912
"United Kingdom","Population (000 at mid-year)","000 at mid-year","2009",61113
"United Kingdom","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",1436901
"United Kingdom","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",1446959
"United Kingdom","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",23642.4801416633
"United Kingdom","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",23742.4699615607
"Total 12 Western Europe","Population (000 at mid-year)","000 at mid-year","2007",332089.756
"Total 12 Western Europe","Population (000 at mid-year)","000 at mid-year","2008",332772.027
"Total 12 Western Europe","Population (000 at mid-year)","000 at mid-year","2009",333405
"Total 12 Western Europe","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",7360323
"Total 12 Western Europe","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",7402911
"Total 12 Western Europe","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",22163.6556594055
"Total 12 Western Europe","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",22246.193788398
"Ireland","Population (000 at mid-year)","000 at mid-year","2007",4109.086
"Ireland","Population (000 at mid-year)","000 at mid-year","2008",4156.119
"Ireland","Population (000 at mid-year)","000 at mid-year","2009",4203
"Ireland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",119535
"Ireland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",115949
"Ireland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",29090.4108602254
"Ireland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",27898.3830828713
"Greece","Population (000 at mid-year)","000 at mid-year","2007",10706.29
"Greece","Population (000 at mid-year)","000 at mid-year","2008",10722.816
"Greece","Population (000 at mid-year)","000 at mid-year","2009",10737
"Greece","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",170501
"Greece","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",175445
"Greece","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",15925.3111955682
"Greece","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",16361.8400241131
"Portugal","Population (000 at mid-year)","000 at mid-year","2007",10642.836
"Portugal","Population (000 at mid-year)","000 at mid-year","2008",10676.91
"Portugal","Population (000 at mid-year)","000 at mid-year","2009",10708
"Portugal","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",154132
"Portugal","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",154132
"Portugal","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",14482.2301123498
"Portugal","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",14436.0119173057
"Spain","Population (000 at mid-year)","000 at mid-year","2007",40448.191
"Spain","Population (000 at mid-year)","000 at mid-year","2008",40491.051
"Spain","Population (000 at mid-year)","000 at mid-year","2009",40525
"Spain","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",790809
"Spain","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",797927
"Spain","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",19551.1586661564
"Spain","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",19706.2555871914
"Total 14 small west European countries","Population (000 at mid-year)","000 at mid-year","2007",2516.299
"Total 14 small west European countries","Population (000 at mid-year)","000 at mid-year","2008",2533.957
"Total 14 small west European countries","Population (000 at mid-year)","000 at mid-year","2009",2840
"Total 14 small west European countries","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",51368
"Total 14 small west European countries","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",51665
"Total 14 small west European countries","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",20414.1081803077
"Total 14 small west European countries","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",20389.0594828563
"Total 30  Western Europe","Population (000 at mid-year)","000 at mid-year","2007",400512.458
"Total 30  Western Europe","Population (000 at mid-year)","000 at mid-year","2008",401352.88
"Total 30  Western Europe","Population (000 at mid-year)","000 at mid-year","2009",402418
"Total 30  Western Europe","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",8646668
"Total 30  Western Europe","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",8698029
"Total 30  Western Europe","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",21589.011346059
"Total 30  Western Europe","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",21671.7742252155
"Australia","Population (000 at mid-year)","000 at mid-year","2007",20750
"Australia","Population (000 at mid-year)","000 at mid-year","2008",21007
"Australia","Population (000 at mid-year)","000 at mid-year","2009",21263
"Australia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",519045
"Australia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",531503
"Australia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",25014.2168674699
"Australia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",25301.2329223592
"New Zealand","Population (000 at mid-year)","000 at mid-year","2007",4132
"New Zealand","Population (000 at mid-year)","000 at mid-year","2008",4173
"New Zealand","Population (000 at mid-year)","000 at mid-year","2009",4213
"New Zealand","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",77685
"New Zealand","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",77840
"New Zealand","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",18800.8228460794
"New Zealand","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",18653.247064462
"Canada","Population (000 at mid-year)","000 at mid-year","2007",32386
"Canada","Population (000 at mid-year)","000 at mid-year","2008",33213
"Canada","Population (000 at mid-year)","000 at mid-year","2009",33487
"Canada","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",835856
"Canada","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",839199
"Canada","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",25809.1768047922
"Canada","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",25267.1845361756
"United States","Population (000 at mid-year)","000 at mid-year","2007",301280
"United States","Population (000 at mid-year)","000 at mid-year","2008",304228
"United States","Population (000 at mid-year)","000 at mid-year","2009",307212
"United States","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",9447347
"United States","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",9485136
"United States","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",31357.3652416357
"United States","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",31177.7219716791
"Total Western Offshoots","Population (000 at mid-year)","000 at mid-year","2007",358548
"Total Western Offshoots","Population (000 at mid-year)","000 at mid-year","2008",362621
"Total Western Offshoots","Population (000 at mid-year)","000 at mid-year","2009",366175
"Total Western Offshoots","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",10879933
"Total Western Offshoots","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",10933678
"Total Western Offshoots","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",30344.4252931267
"Total Western Offshoots","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",30151.8058799683
"Albania","Population (000 at mid-year)","000 at mid-year","2007",3600.523
"Albania","Population (000 at mid-year)","000 at mid-year","2008",3619
"Albania","Population (000 at mid-year)","000 at mid-year","2009",3639
"Albania","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",14059
"Albania","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",15015
"Albania","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",3904.710510112
"Albania","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",4148.93617021277
"Bulgaria","Population (000 at mid-year)","000 at mid-year","2007",7322.858
"Bulgaria","Population (000 at mid-year)","000 at mid-year","2008",7262.675
"Bulgaria","Population (000 at mid-year)","000 at mid-year","2009",7205
"Bulgaria","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",60886
"Bulgaria","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",64539
"Bulgaria","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",8314.51326790715
"Bulgaria","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",8886.39516431618
"Czechoslovakia","Population (000 at mid-year)","000 at mid-year","2007",15676.246
"Czechoslovakia","Population (000 at mid-year)","000 at mid-year","2008",15676.318
"Czechoslovakia","Population (000 at mid-year)","000 at mid-year","2009",15675
"Czechoslovakia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",194889
"Czechoslovakia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",202624
"Czechoslovakia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",12432.1218230436
"Czechoslovakia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",12925.4841602473
"Hungary","Population (000 at mid-year)","000 at mid-year","2007",9956.108
"Hungary","Population (000 at mid-year)","000 at mid-year","2008",9930.915
"Hungary","Population (000 at mid-year)","000 at mid-year","2009",9906
"Hungary","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",93781
"Hungary","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",94344
"Hungary","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",9419.44382282715
"Hungary","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",9500.0309639142
"Poland","Population (000 at mid-year)","000 at mid-year","2007",38518.241
"Poland","Population (000 at mid-year)","000 at mid-year","2008",38500.696
"Poland","Population (000 at mid-year)","000 at mid-year","2009",38483
"Poland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",372900
"Poland","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",391172
"Poland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",9681.12744296916
"Poland","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",10160.1280143091
"Romania","Population (000 at mid-year)","000 at mid-year","2007",22276.056
"Romania","Population (000 at mid-year)","000 at mid-year","2008",22246.862
"Romania","Population (000 at mid-year)","000 at mid-year","2009",22215
"Romania","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",101682
"Romania","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",108902
"Romania","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",4564.63208747545
"Romania","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",4895.16229300114
"Yugoslavia","Population (000 at mid-year)","000 at mid-year","2007",23028
"Yugoslavia","Population (000 at mid-year)","000 at mid-year","2008",23038
"Yugoslavia","Population (000 at mid-year)","000 at mid-year","2009",23031
"Yugoslavia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",148046
"Yugoslavia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",154032
"Yugoslavia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",6428.95605350009
"Yugoslavia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",6685.99704835489
"Total 7 East European Countries","Population (000 at mid-year)","000 at mid-year","2007",120378.032
"Total 7 East European Countries","Population (000 at mid-year)","000 at mid-year","2008",120274.466
"Total 7 East European Countries","Population (000 at mid-year)","000 at mid-year","2009",120154
"Total 7 East European Countries","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",986243
"Total 7 East European Countries","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",1030628
"Total 7 East European Countries","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",8192.88190390087
"Total 7 East European Countries","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",8568.96758119882
"Bosnia","Population (000 at mid-year)","000 at mid-year","2007",4552.198
"Bosnia","Population (000 at mid-year)","000 at mid-year","2008",4590.31
"Bosnia","Population (000 at mid-year)","000 at mid-year","2009",4613
"Bosnia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",31651
"Bosnia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",33391
"Bosnia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",6952.90494833485
"Bosnia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",7274.23638054946
"Croatia","Population (000 at mid-year)","000 at mid-year","2007",4493.312
"Croatia","Population (000 at mid-year)","000 at mid-year","2008",4491.543
"Croatia","Population (000 at mid-year)","000 at mid-year","2009",4489
"Croatia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",39054
"Croatia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",39991
"Croatia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",8691.58429238833
"Croatia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",8903.62176205371
"Macedonia","Population (000 at mid-year)","000 at mid-year","2007",2055.915
"Macedonia","Population (000 at mid-year)","000 at mid-year","2008",2061.315
"Macedonia","Population (000 at mid-year)","000 at mid-year","2009",2067
"Macedonia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",8004
"Macedonia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",8376
"Macedonia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",3893.15706145439
"Macedonia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",4063.42553176007
"Slovenia","Population (000 at mid-year)","000 at mid-year","2007",2009.245
"Slovenia","Population (000 at mid-year)","000 at mid-year","2008",2007.711
"Slovenia","Population (000 at mid-year)","000 at mid-year","2009",2006
"Slovenia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",35248
"Slovenia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",36481
"Slovenia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",17542.9079081944
"Slovenia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",18170.443853722
"Serbia/Montenegro/Kosovo","Population (000 at mid-year)","000 at mid-year","2007",9917
"Serbia/Montenegro/Kosovo","Population (000 at mid-year)","000 at mid-year","2008",9887
"Serbia/Montenegro/Kosovo","Population (000 at mid-year)","000 at mid-year","2009",9856
"Serbia/Montenegro/Kosovo","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",34089
"Serbia/Montenegro/Kosovo","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",35793
"Serbia/Montenegro/Kosovo","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",3437.43067459917
"Serbia/Montenegro/Kosovo","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",3620.20835440477
"Former Yugoslavia","Population (000 at mid-year)","000 at mid-year","2007",23027.67
"Former Yugoslavia","Population (000 at mid-year)","000 at mid-year","2008",23037.879
"Former Yugoslavia","Population (000 at mid-year)","000 at mid-year","2009",23031
"Former Yugoslavia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",148046
"Former Yugoslavia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",154032
"Former Yugoslavia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",6429.04818420622
"Former Yugoslavia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",6686.03216467974
"Czech Republic","Population (000 at mid-year)","000 at mid-year","2007",10228.744
"Czech Republic","Population (000 at mid-year)","000 at mid-year","2008",10220.911
"Czech Republic","Population (000 at mid-year)","000 at mid-year","2009",10212
"Czech Republic","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",128064
"Czech Republic","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",131522
"Czech Republic","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",12520.0122321959
"Czech Republic","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",12867.9332008663
"Slovakia","Population (000 at mid-year)","000 at mid-year","2007",5447.502
"Slovakia","Population (000 at mid-year)","000 at mid-year","2008",5455.407
"Slovakia","Population (000 at mid-year)","000 at mid-year","2009",5463
"Slovakia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2007",66825
"Slovakia","GDP Levels (million 1990 International Geary-Khamis dollars)","million 1990 International Geary-Khamis dollars","2008",71102
"Slovakia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2007",12267.0904939548
"Slovakia","Per Capita GDP (1990 International Geary-Khamis dollars)","1990 International Geary-Khamis dollars","2008",13033.3080556593
"Former Czechoslovakia","Population (000 at mid-year)","000 at mid-year","2007",15676.246
"Former Czechoslovakia","Population (000 at mid-year)","000 at mid-year","2008",15676.318
