"country","indicator","Unit","Date","Value"
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2009",221.5
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2010",194
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2011",168.1
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2012",154.5
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2013",126.5
"Bangladesh","Dealing with Construction Permits - Cost (% of income per capita)","% of income per capita","2014",110.3
"Bangladesh","Dealing with Construction Permits - Cost (% of warehouse value)","% of warehouse value","2014",2.3
"Bangladesh","Dealing with Construction Permits - Cost (% of warehouse value)","% of warehouse value","2015",2.1
"Bangladesh","Dealing with Construction Permits - Cost (% of warehouse value)","% of warehouse value","2016",1.7
"Bangladesh","Dealing with Construction Permits - Cost (% of warehouse value)","% of warehouse value","2017",2.7
"Bangladesh","Dealing with Construction Permits - DTF","","2006",58.42
"Bangladesh","Dealing with Construction Permits - DTF","","2007",59.07
"Bangladesh","Dealing with Construction Permits - DTF","","2008",60.18
"Bangladesh","Dealing with Construction Permits - DTF","","2009",58.1
"Bangladesh","Dealing with Construction Permits - DTF","","2010",58.98
"Bangladesh","Dealing with Construction Permits - DTF","","2011",59.8
"Bangladesh","Dealing with Construction Permits - DTF","","2012",60.24
"Bangladesh","Dealing with Construction Permits - DTF","","2013",60.65
"Bangladesh","Dealing with Construction Permits - DTF","","2014",61.52
"Bangladesh","Dealing with Construction Permits - DTF","","2015",64.78
"Bangladesh","Dealing with Construction Permits - DTF","","2016",65.27
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2006",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2007",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2008",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2009",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2010",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2011",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2012",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2013",11
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2014",13.4
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2015",13.4
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2016",13.4
"Bangladesh","Dealing with Construction Permits - Procedures (number)","Number","2017",14.2
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2006",241
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2007",241
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2008",241
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2009",201
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2010",201
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2011",201
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2012",201
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2013",201
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2014",269
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2015",269
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2016",269
"Bangladesh","Dealing with Construction Permits - Time (days)","days","2017",269
"Bangladesh","Dealing with Construction Permits - Building quality control index (0-15)","Index","2015",11
"Bangladesh","Dealing with Construction Permits - Building quality control index (0-15)","Index","2016",11
"Bangladesh","Dealing with Construction Permits - Building quality control index (0-15)","Index","2017",10
"Bangladesh","Dealing with Construction Permits - Quality of building regulations index (0-2)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Quality of building regulations index (0-2)","Index","2017",0
"Bangladesh","Dealing with Construction Permits - Quality control before construction index (0-1)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Quality control before construction index (0-1)","Index","2017",0
"Bangladesh","Dealing with Construction Permits - Quality control during construction index (0-3)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Quality control during construction index (0-3)","Index","2017",0
"Bangladesh","Dealing with Construction Permits - Quality control after construction index (0-3)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Quality control after construction index (0-3)","Index","2017",0
"Bangladesh","Dealing with Construction Permits - Liability and insurance regimes index (0-2)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Liability and insurance regimes index (0-2)","Index","2017",0
"Bangladesh","Dealing with Construction Permits - Professional certifications index (0-4)","Index","2016",0
"Bangladesh","Dealing with Construction Permits - Professional certifications index (0-4)","Index","2017",0
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2004",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2005",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2006",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2007",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2008",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2009",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2010",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2011",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2012",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2013",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2014",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2015",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2016",66.8
"Bangladesh","Enforcing Contracts - Cost (% of claim)","% of claim","2017",66.8
"Bangladesh","Enforcing Contracts - DTF","","2004",20.82
"Bangladesh","Enforcing Contracts - DTF","","2005",20.82
"Bangladesh","Enforcing Contracts - DTF","","2006",20.82
"Bangladesh","Enforcing Contracts - DTF","","2007",20.82
"Bangladesh","Enforcing Contracts - DTF","","2008",20.82
"Bangladesh","Enforcing Contracts - DTF","","2009",20.82
"Bangladesh","Enforcing Contracts - DTF","","2010",20.82
"Bangladesh","Enforcing Contracts - DTF","","2011",20.82
"Bangladesh","Enforcing Contracts - DTF","","2012",20.82
"Bangladesh","Enforcing Contracts - DTF","","2013",20.82
"Bangladesh","Enforcing Contracts - DTF","","2014",20.82
"Bangladesh","Enforcing Contracts - DTF","","2015",22.21
"Bangladesh","Enforcing Contracts - DTF","","2016",22.21
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2004",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2005",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2006",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2007",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2008",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2009",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2010",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2011",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2012",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2013",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2014",41
"Bangladesh","Enforcing Contracts - Procedures (number)","Number","2015",41
"Bangladesh","Enforcing Contracts - Time (days)","days","2004",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2005",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2006",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2007",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2008",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2009",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2010",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2011",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2012",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2013",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2014",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2015",1442
"Bangladesh","Enforcing Contracts - Time (days)","days","2016",1442
"Bangladesh","Enforcing Contracts - Quality of judicial processes index (0-18)","Index","2015",7.5
"Bangladesh","Enforcing Contracts - Quality of judicial processes index (0-18)","Index","2016",7.5
"Bangladesh","Enforcing Contracts - Quality of judicial processes index (0-18)","Index","2017",7.5
"Bangladesh","Getting Credit - Depth of credit information index (0-6)","Index","2014",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2005",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2006",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2007",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2008",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2009",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2010",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2011",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2012",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2013",2
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2014",0
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2015",0
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2016",0
"Bangladesh","Getting Credit - Depth of credit information index (0-8)","Index","2017",0
"Bangladesh","Getting Credit - DTF","","2005",43.75
"Bangladesh","Getting Credit - DTF","","2006",43.75
"Bangladesh","Getting Credit - DTF","","2007",43.75
"Bangladesh","Getting Credit - DTF","","2008",43.75
"Bangladesh","Getting Credit - DTF","","2009",43.75
"Bangladesh","Getting Credit - DTF","","2010",43.75
"Bangladesh","Getting Credit - DTF","","2011",43.75
"Bangladesh","Getting Credit - DTF","","2012",43.75
"Bangladesh","Getting Credit - DTF","","2013",43.75
"Bangladesh","Getting Credit - DTF","","2014",53.5
"Bangladesh","Getting Credit - DTF","","2015",30
"Bangladesh","Getting Credit - DTF","","2016",30
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2005",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2006",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2007",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2008",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2009",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2010",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2011",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2012",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2013",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2014",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2015",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2016",0
"Bangladesh","Getting Credit - Credit bureau coverage (% of adults)","% of adults","2017",0
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2005",0.7
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2006",0.4
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2007",0.6
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2008",0.7
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2009",0.6
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2010",0.9
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2011",0.6
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2012",0.6
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2013",0.8
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2014",0.8
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2015",0.9
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2016",0.9
"Bangladesh","Getting Credit - Credit registry coverage (% of adults)","% of adults","2017",0.9
"Bangladesh","Getting Credit - Strength of legal rights index (0-8)","Index","2014",6.6
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2005",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2006",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2007",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2008",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2009",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2010",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2011",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2012",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2013",7
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2014",6
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2015",6
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2016",6
"Bangladesh","Getting Credit - Strength of legal rights index (0-12)","Index","2017",5
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2010",6462.6
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2011",5576.1
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2012",5122.7
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2013",5193.8
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2014",4359.7
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2015",3890.1
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2016",3140.5
"Bangladesh","Getting Electricity - Cost (% of income per capita)","% of income per capita","2017",2860.9
"Bangladesh","Getting Electricity - DTF","","2010",28.38
"Bangladesh","Getting Electricity - DTF","","2011",31.3
"Bangladesh","Getting Electricity - DTF","","2012",17.81
"Bangladesh","Getting Electricity - DTF","","2013",11.96
"Bangladesh","Getting Electricity - DTF","","2014",15.39
"Bangladesh","Getting Electricity - DTF","","2015",12.99
"Bangladesh","Getting Electricity - DTF","","2016",15.31
"Bangladesh","Getting Electricity - Procedures (number)","Number","2010",8
"Bangladesh","Getting Electricity - Procedures (number)","Number","2011",8
"Bangladesh","Getting Electricity - Procedures (number)","Number","2012",8
"Bangladesh","Getting Electricity - Procedures (number)","Number","2013",9
"Bangladesh","Getting Electricity - Procedures (number)","Number","2014",9
"Bangladesh","Getting Electricity - Procedures (number)","Number","2015",9
"Bangladesh","Getting Electricity - Procedures (number)","Number","2016",9
"Bangladesh","Getting Electricity - Procedures (number)","Number","2017",9
"Bangladesh","Getting Electricity - Time (days)","days","2010",137
"Bangladesh","Getting Electricity - Time (days)","days","2011",142
"Bangladesh","Getting Electricity - Time (days)","days","2012",295
"Bangladesh","Getting Electricity - Time (days)","days","2013",404
"Bangladesh","Getting Electricity - Time (days)","days","2014",428.9
"Bangladesh","Getting Electricity - Time (days)","days","2015",428.9
"Bangladesh","Getting Electricity - Time (days)","days","2016",428.9
"Bangladesh","Getting Electricity - Time (days)","days","2017",428.9
"Bangladesh","Getting Electricity - Reliability of supply and transparency of tariff index (0-8)","Index","2015",0
"Bangladesh","Getting Electricity - Reliability of supply and transparency of tariff index (0-8)","Index","2016",0
"Bangladesh","Getting Electricity - Reliability of supply and transparency of tariff index (0-8)","Index","2017",0
"Bangladesh","Getting Electricity - Mechanisms for restoring service (0-1)","","2016",0
"Bangladesh","Getting Electricity - Mechanisms for restoring service (0-1)","","2017",0
"Bangladesh","Getting Electricity - Regulatory monitoring (0-1)","","2016",1
"Bangladesh","Getting Electricity - Regulatory monitoring (0-1)","","2017",0
"Bangladesh","Getting Electricity - Financial deterrents aimed at limiting outages (0-1)","","2016",1
"Bangladesh","Getting Electricity - Financial deterrents aimed at limiting outages (0-1)","","2017",1
"Bangladesh","Getting Electricity - Communication of tariffs and tariff changes (0-1)","","2016",0
"Bangladesh","Getting Electricity - Communication of tariffs and tariff changes (0-1)","","2017",0
"Bangladesh","Paying Taxes - DTF","","2006",67.2
"Bangladesh","Paying Taxes - DTF","","2007",67.2
"Bangladesh","Paying Taxes - DTF","","2008",66.35
"Bangladesh","Paying Taxes - DTF","","2009",71.85
"Bangladesh","Paying Taxes - DTF","","2010",71.84
"Bangladesh","Paying Taxes - DTF","","2011",71.84
"Bangladesh","Paying Taxes - DTF","","2012",71.84
"Bangladesh","Paying Taxes - DTF","","2013",72.39
"Bangladesh","Paying Taxes - DTF","","2014",73.98
"Bangladesh","Paying Taxes - DTF","","2015",73.98
"Bangladesh","Paying Taxes - DTF","","2016",74.42
"Bangladesh","Paying Taxes - Labor tax and contributions (% of profit)","%","2013",0
"Bangladesh","Paying Taxes - Labor tax and contributions (% of profit)","%","2014",0
"Bangladesh","Paying Taxes - Other taxes (% of profit)","%","2013",9.2
"Bangladesh","Paying Taxes - Other taxes (% of profit)","%","2014",3.9
"Bangladesh","Paying Taxes - Other taxes (% of profit)","%","2015",3.9
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2006",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2007",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2008",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2009",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2010",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2011",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2012",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2013",20
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2014",21
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2015",21
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2016",21
"Bangladesh","Paying Taxes - Payments (number per year)","number per year","2017",33
"Bangladesh","Paying Taxes - Profit tax (% of profit)","%","2013",25.7
"Bangladesh","Paying Taxes - Profit tax (% of profit)","%","2014",28.6
"Bangladesh","Paying Taxes - Profit tax (% of profit)","%","2015",28.6
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2006",400
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2007",400
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2008",400
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2009",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2010",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2011",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2012",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2013",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2014",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2015",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2016",302
"Bangladesh","Paying Taxes - Time (hours per year)","hours per year","2017",435
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2006",35.3
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2007",35.3
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2008",37
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2009",36.1
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2010",35
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2011",35
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2012",35
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2013",35
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2014",32.5
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2015",32.5
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2016",31.6
"Bangladesh","Paying Taxes - Total tax rate (% of profit)","% profit","2017",34.4
"Bangladesh","Protecting Minority Investors - DTF","","2006",66.67
"Bangladesh","Protecting Minority Investors - DTF","","2007",66.67
"Bangladesh","Protecting Minority Investors - DTF","","2008",66.67
"Bangladesh","Protecting Minority Investors - DTF","","2009",66.67
"Bangladesh","Protecting Minority Investors - DTF","","2010",66.67
