"country","indicator","Unit","Date","Value"
"Australia","Business Freedom","score (100 represent the maximum freedom)","2004",85
"Australia","Business Freedom","score (100 represent the maximum freedom)","2005",85
"Australia","Business Freedom","score (100 represent the maximum freedom)","2006",90.9
"Australia","Business Freedom","score (100 represent the maximum freedom)","2007",89.1
"Australia","Business Freedom","score (100 represent the maximum freedom)","2008",90.3
"Australia","Business Freedom","score (100 represent the maximum freedom)","2009",90.5
"Australia","Business Freedom","score (100 represent the maximum freedom)","2010",90.3
"Australia","Business Freedom","score (100 represent the maximum freedom)","2011",90.1
"Australia","Business Freedom","score (100 represent the maximum freedom)","2012",91.9
"Australia","Business Freedom","score (100 represent the maximum freedom)","2013",95.5
"Australia","Business Freedom","score (100 represent the maximum freedom)","2014",94.6
"Australia","Business Freedom","score (100 represent the maximum freedom)","2015",94.1
"Australia","Business Freedom","score (100 represent the maximum freedom)","2016",89.4
"Australia","Business Freedom","score (100 represent the maximum freedom)","2017",89.3
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2005",85.8
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2006",86.5
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2007",93.7
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2008",95.5
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2009",94.7
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2010",94.9
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2011",92.2
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2012",90.6
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2013",83.5
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2014",79.2
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2015",81.6
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2016",77.2
"Australia","Labor Freedom","score (100 represent the maximum freedom)","2017",84.1
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","1995",86.7
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","1996",86.5
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","1997",82.8
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","1998",84
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","1999",87.9
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2000",89
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2001",87.9
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2002",83.3
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2003",82.1
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2004",83.2
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2005",84
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2006",85
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2007",84.8
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2008",83.7
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2009",84.7
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2010",82.7
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2011",85
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2012",84.5
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2013",83.8
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2014",80.5
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2015",85.3
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2016",85.2
"Australia","Monetary Freedom","score (100 represent the maximum freedom)","2017",86.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","1995",77
"Australia","Trade Freedom","score (100 represent the maximum freedom)","1996",77
"Australia","Trade Freedom","score (100 represent the maximum freedom)","1997",77
"Australia","Trade Freedom","score (100 represent the maximum freedom)","1998",79.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","1999",79.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2000",79
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2001",79
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2002",77.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2003",77
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2004",77.2
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2005",77.2
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2006",77.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2007",83.8
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2008",83.8
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2009",84.8
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2010",85.1
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2011",84.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2012",86.2
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2013",86.2
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2014",86.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2015",86.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2016",86.4
"Australia","Trade Freedom","score (100 represent the maximum freedom)","2017",86.2
"Australia","Investment Freedom","score (100 represent the maximum freedom)","1995",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","1996",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","1997",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","1998",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","1999",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2000",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2001",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2002",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2003",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2004",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2005",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2006",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2007",70
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2008",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2009",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2010",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2011",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2012",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2013",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2014",85
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2015",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2016",80
"Australia","Investment Freedom","score (100 represent the maximum freedom)","2017",80
"Australia","Financial Freedom","score (100 represent the maximum freedom)","1995",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","1996",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","1997",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","1998",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","1999",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2000",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2001",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2002",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2003",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2004",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2005",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2006",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2007",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2008",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2009",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2010",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2011",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2012",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2013",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2014",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2015",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2016",90
"Australia","Financial Freedom","score (100 represent the maximum freedom)","2017",90
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","1996",30
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","1997",34
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","1998",43.1
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","1999",47.4
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2000",49.8
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2001",50.3
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2002",53.3
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2003",54.1
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2004",53.4
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2005",54.4
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2006",53.2
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2007",54.6
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2008",55.3
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2009",58
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2010",58.8
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2011",59.7
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2012",58.9
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2013",59.7
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2014",61.3
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2015",61
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2016",60.2
"Azerbaijan","Overall Score","score (100 represent the maximum freedom)","2017",63.6
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","1996",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","1997",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","1998",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","1999",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2000",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2001",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2002",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2003",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2004",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2005",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2006",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2007",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2008",30
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2009",25
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2010",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2011",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2012",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2013",25
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2014",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2015",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2016",20
"Azerbaijan","Property Rights","score (100 represent the maximum freedom)","2017",50.5
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","1996",10
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","1997",10
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","1998",30
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","1999",30
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2000",30
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2001",17
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2002",15
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2003",20
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2004",20
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2005",18
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2006",19
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2007",22
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2008",24
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2009",21
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2010",19
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2011",23
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2012",24
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2013",24
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2014",22.7
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2015",28
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2016",29
"Azerbaijan","Government Integrity","score (100 represent the maximum freedom)","2017",37.6
"Azerbaijan","Judicial Effectiveness","score (100 represent the maximum freedom)","2017",33
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","1996",46.3
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","1997",54.6
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","1998",70.3
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","1999",71.6
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2000",71.3
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2001",71.8
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2002",78.4
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2003",78.4
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2004",78.3
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2005",79.2
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2006",80
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2007",80.8
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2008",80.4
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2009",79.7
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2010",79.5
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2011",83.9
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2012",84.9
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2013",85.5
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2014",88.1
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2015",88.1
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2016",88
"Azerbaijan","Tax Burden","score (100 represent the maximum freedom)","2017",87.7
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","1996",48.8
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","1997",61.6
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","1998",87.9
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","1999",87.5
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2000",76.5
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2001",86.8
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2002",88
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2003",87
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2004",87.9
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2005",87
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2006",77.8
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2007",79.9
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2008",82.9
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2009",77.5
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2010",77.5
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2011",71
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2012",63.7
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2013",67.8
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2014",64.8
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2015",59.7
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2016",56.7
"Azerbaijan","Government Spending","score (100 represent the maximum freedom)","2017",57.5
"Azerbaijan","Fiscal Health","score (100 represent the maximum freedom)","2017",97.4
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","1996",40
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","1997",55
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","1998",55
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","1999",55
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","2000",55
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","2001",55
"Azerbaijan","Business Freedom","score (100 represent the maximum freedom)","2002",55
